"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"27677","PSMD10",100156308,NA,"protein_coding","chromosome","X",88540261,88548593,8333,NA,-1,NA,NA,"NC_010461.5",NA
"27678","ATG4A",100156732,NA,"protein_coding","chromosome","X",88545924,88633328,87405,NA,1,NA,NA,"NC_010461.5",NA
"27679","COL4A6",100620724,NA,"protein_coding","chromosome","X",88634925,88750938,116014,NA,-1,NA,NA,"NC_010461.5",NA
"27680","COL4A5",100737091,NA,"protein_coding","chromosome","X",88958837,89183306,224470,NA,1,NA,NA,"NC_010461.5",NA
"27681","IRS4",100622674,NA,"protein_coding","chromosome","X",89204348,89221463,17116,NA,-1,NA,NA,"NC_010461.5",NA
"27682","LOC110257689",110257689,NA,"pseudogene","chromosome","X",89232007,89235705,3699,NA,1,NA,"pseudo","NC_010461.5",NA
"27683","LOC100521239",100521239,NA,"transcribed_pseudogene","chromosome","X",89460049,89461604,1556,NA,1,NA,"pseudo","NC_010461.5",NA
"27684","GUCY2F",100737736,NA,"protein_coding","chromosome","X",89557952,89653491,95540,NA,-1,NA,NA,"NC_010461.5",NA
"27685","NXT2",100521422,NA,"protein_coding","chromosome","X",89684733,89691808,7076,NA,1,NA,NA,"NC_010461.5",NA
"27686","KCNE5",100521707,NA,"protein_coding","chromosome","X",89741187,89742732,1546,NA,-1,NA,NA,"NC_010461.5",NA
"27687","ACSL4",448980,"acyl-CoA synthetase long-chain family member 4","protein_coding","chromosome","X",89760863,89838103,77241,NA,-1,NA,NA,"NC_010461.5",NA
"27688","LOC110257796",110257796,NA,"lncRNA","chromosome","X",89940484,89992054,51571,NA,-1,NA,NA,"NC_010461.5",NA
"27689","TMEM164",100520165,NA,"protein_coding","chromosome","X",90105293,90289674,184382,NA,1,NA,NA,"NC_010461.5",NA
"27690","MIR652",100526386,"microRNA 652","miRNA","chromosome","X",90166525,90166607,83,NA,1,NA,NA,"NC_010461.5",NA
"27691","AMMECR1",100520351,NA,"protein_coding","chromosome","X",90304918,90420207,115290,NA,-1,NA,NA,"NC_010461.5",NA
"27692","LOC110257717",110257717,NA,"lncRNA","chromosome","X",90500295,90547515,47221,NA,-1,NA,NA,"NC_010461.5",NA
"27693","RTL9",102162245,NA,"protein_coding","chromosome","X",90553099,90565001,11903,NA,1,NA,NA,"NC_010461.5",NA
"27694","CHRDL1",100521058,NA,"protein_coding","chromosome","X",90703422,90827216,123795,NA,-1,NA,NA,"NC_010461.5",NA
"27695","PAK3",100624533,NA,"protein_coding","chromosome","X",90941976,91244331,302356,NA,1,NA,NA,"NC_010461.5",NA
"27696","CAPN6",100522971,NA,"protein_coding","chromosome","X",91258696,91288128,29433,NA,-1,NA,NA,"NC_010461.5",NA
"27697","DCX",100523160,NA,"protein_coding","chromosome","X",91317671,91644572,326902,NA,-1,NA,NA,"NC_010461.5",NA
"27698","LOC106507011",106507011,NA,"lncRNA","chromosome","X",91534775,91549167,14393,NA,1,NA,NA,"NC_010461.5",NA
"27699","ALG13",100523348,NA,"protein_coding","chromosome","X",91644586,91708695,64110,NA,1,NA,NA,"NC_010461.5",NA
"27700","TRPC5",100037962,"transient receptor potential cation channel subfamily C member 5","protein_coding","chromosome","X",91716334,91988364,272031,NA,-1,NA,NA,"NC_010461.5",NA
"27701","LOC110257793",110257793,NA,"lncRNA","chromosome","X",91751950,91769040,17091,NA,1,NA,NA,"NC_010461.5",NA
"27702","TRPC5OS",102161897,NA,"protein_coding","chromosome","X",91821128,91823780,2653,NA,1,NA,NA,"NC_010461.5",NA
"27703","RTL4",100524357,NA,"protein_coding","chromosome","X",91920451,92333326,412876,NA,1,NA,NA,"NC_010461.5",NA
"27704","LOC100738042",100738042,NA,"protein_coding","chromosome","X",92197909,92199862,1954,NA,1,NA,NA,"NC_010461.5",NA
"27705","LOC110257792",110257792,NA,"lncRNA","chromosome","X",92383359,92390113,6755,NA,1,NA,NA,"NC_010461.5",NA
"27706","LHFPL1",100152966,NA,"protein_coding","chromosome","X",92422913,92542291,119379,NA,-1,NA,NA,"NC_010461.5",NA
"27707","AMOT",100158213,NA,"protein_coding","chromosome","X",92581995,92647872,65878,NA,-1,NA,NA,"NC_010461.5",NA
"27708","LOC100623994",100623994,NA,"pseudogene","chromosome","X",92831731,92833315,1585,NA,-1,NA,"pseudo","NC_010461.5",NA
"27709","LOC100524725",100524725,NA,"pseudogene","chromosome","X",93285420,93286353,934,NA,-1,NA,"pseudo","NC_010461.5",NA
"27710","LOC100624621",100624621,NA,"pseudogene","chromosome","X",93925732,93926297,566,NA,1,NA,"pseudo","NC_010461.5",NA
"27711","HTR2C",100524920,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled","protein_coding","chromosome","X",94053415,94313352,259938,NA,1,NA,NA,"NC_010461.5",NA
"27712","LOC110257706",110257706,NA,"lncRNA","chromosome","X",94310078,94346814,36737,NA,-1,NA,NA,"NC_010461.5",NA
"27713","IL13RA2",100156991,"interleukin 13 receptor subunit alpha 2","protein_coding","chromosome","X",94402665,94455609,52945,NA,-1,NA,NA,"NC_010461.5",NA
"27714","LRCH2",100155794,NA,"protein_coding","chromosome","X",94486560,94589930,103371,NA,-1,NA,NA,"NC_010461.5",NA
"27715","LUZP4",100153362,NA,"protein_coding","chromosome","X",94631490,94647712,16223,NA,1,NA,NA,"NC_010461.5",NA
"27716","PLS3",100158187,NA,"protein_coding","chromosome","X",94885098,94971664,86567,NA,1,NA,NA,"NC_010461.5",NA
"27717","LOC102164969",102164969,NA,"pseudogene","chromosome","X",94909946,94911383,1438,NA,-1,NA,"pseudo","NC_010461.5",NA
"27718","LOC110257708",110257708,NA,"lncRNA","chromosome","X",94995317,95010079,14763,NA,-1,NA,NA,"NC_010461.5",NA
"27719","LOC110257707",110257707,NA,"lncRNA","chromosome","X",95027816,95045390,17575,NA,1,NA,NA,"NC_010461.5",NA
"27720","LOC110257709",110257709,NA,"lncRNA","chromosome","X",95135867,95168161,32295,NA,1,NA,NA,"NC_010461.5",NA
"27721","AGTR2",733586,NA,"protein_coding","chromosome","X",95267709,95272237,4529,NA,-1,NA,NA,"NC_010461.5",NA
"27722","LOC100738663",100738663,NA,"pseudogene","chromosome","X",95344601,95346640,2040,NA,1,NA,"pseudo","NC_010461.5",NA
"27723","SLC6A14",431671,"solute carrier family 6 member 14","protein_coding","chromosome","X",95482494,95507200,24707,NA,1,NA,NA,"NC_010461.5",NA
"27724","CT83",102165465,NA,"protein_coding","chromosome","X",95508720,95510921,2202,NA,-1,NA,NA,"NC_010461.5",NA
"27725","LOC110257775",110257775,NA,"lncRNA","chromosome","X",95535617,95544993,9377,NA,1,NA,NA,"NC_010461.5",NA
"27726","LOC110257690",110257690,NA,"protein_coding","chromosome","X",95554791,95654903,100113,NA,1,NA,NA,"NC_010461.5",NA
"27727","LOC110257691",110257691,NA,"pseudogene","chromosome","X",96147413,96148462,1050,NA,1,NA,"pseudo","NC_010461.5",NA
"27728","LOC100625590",100625590,NA,"pseudogene","chromosome","X",96358300,96358778,479,NA,1,NA,"pseudo","NC_010461.5",NA
"27729","KLHL13",100519287,NA,"protein_coding","chromosome","X",96545099,96950242,405144,NA,-1,NA,NA,"NC_010461.5",NA
"27730","LOC414400",414400,NA,"protein_coding","chromosome","X",96800950,96875862,74913,NA,-1,NA,NA,"NC_010461.5",NA
"27731","TRNAE-UUC",110257868,NA,"tRNA","chromosome","X",96912195,96912266,72,NA,1,NA,NA,"NC_010461.5",NA
"27732","WDR44",110257790,NA,"protein_coding","chromosome","X",96950288,97027069,76782,NA,1,NA,NA,"NC_010461.5",NA
"27733","DOCK11",100518944,NA,"protein_coding","chromosome","X",97068488,97267528,199041,NA,1,NA,NA,"NC_010461.5",NA
"27734","IL13RA1",397615,"interleukin 13 receptor subunit alpha 1","protein_coding","chromosome","X",97300960,97353754,52795,NA,1,NA,NA,"NC_010461.5",NA
"27735","ZCCHC12",100517990,NA,"protein_coding","chromosome","X",97379908,97384384,4477,NA,1,NA,NA,"NC_010461.5",NA
"27736","LOC106507028",106507028,NA,"lncRNA","chromosome","X",97394476,97489052,94577,NA,1,NA,NA,"NC_010461.5",NA
"27737","LONRF3",100517799,NA,"protein_coding","chromosome","X",97494305,97547813,53509,NA,1,NA,NA,"NC_010461.5",NA
"27738","KIAA1210",100518589,NA,"protein_coding","chromosome","X",97581400,97651765,70366,NA,-1,NA,NA,"NC_010461.5",NA
"27739","PGRMC1",396946,"progesterone receptor membrane component 1","protein_coding","chromosome","X",97735402,97743424,8023,NA,1,NA,NA,"NC_010461.5",NA
"27740","AKAP17B",100513257,NA,"protein_coding","chromosome","X",97745976,97873665,127690,NA,-1,NA,NA,"NC_010461.5",NA
"27741","SLC25A43",100156988,NA,"protein_coding","chromosome","X",97868804,97906771,37968,NA,1,NA,NA,"NC_010461.5",NA
"27742","SLC25A5",100158185,NA,"protein_coding","chromosome","X",97919295,97922245,2951,NA,1,NA,NA,"NC_010461.5",NA
"27743","UBE2A",100154142,NA,"protein_coding","chromosome","X",97925136,98007551,82416,NA,1,NA,NA,"NC_010461.5",NA
"27744","CXHXorf56",100152936,NA,"protein_coding","chromosome","X",97974596,97986281,11686,NA,-1,NA,NA,"NC_010461.5",NA
"27745","NKRF",100155370,NA,"protein_coding","chromosome","X",98008870,98025423,16554,NA,-1,NA,NA,"NC_010461.5",NA
"27746","SEPT6",100515873,NA,"protein_coding","chromosome","X",98033212,98106082,72871,NA,-1,NA,NA,"NC_010461.5",NA
"27747","TRNAE-UUC",110257865,NA,"tRNA","chromosome","X",98137537,98137608,72,NA,-1,NA,NA,"NC_010461.5",NA
"27748","SOWAHD",100515700,NA,"protein_coding","chromosome","X",98154437,98158808,4372,NA,1,NA,NA,"NC_010461.5",NA
"27749","RPL39",100515520,NA,"protein_coding","chromosome","X",98178148,98181439,3292,NA,-1,NA,NA,"NC_010461.5",NA
"27750","LOC110257656",110257656,NA,"lncRNA","chromosome","X",98181430,98184212,2783,NA,1,NA,NA,"NC_010461.5",NA
"27751","UPF3B",414433,NA,"protein_coding","chromosome","X",98184646,98206135,21490,NA,-1,NA,NA,"NC_010461.5",NA
"27752","RNF113A",100514886,NA,"protein_coding","chromosome","X",98218689,98219931,1243,NA,-1,NA,NA,"NC_010461.5",NA
"27753","NDUFA1",100515069,NA,"protein_coding","chromosome","X",98219717,98223873,4157,NA,1,NA,NA,"NC_010461.5",NA
"27754","NKAP",100514505,"NFKB activating protein","protein_coding","chromosome","X",98233504,98276839,43336,NA,-1,NA,NA,"NC_010461.5",NA
"27755","AKAP14",100512513,NA,"protein_coding","chromosome","X",98234469,98255396,20928,NA,1,NA,NA,"NC_010461.5",NA
"27756","LOC102157657",102157657,NA,"misc_RNA","chromosome","X",98304777,98310448,5672,NA,-1,NA,NA,"NC_010461.5",NA
"27757","LOC102159232",102159232,NA,"protein_coding","chromosome","X",98336502,98366377,29876,NA,1,NA,NA,"NC_010461.5",NA
"27758","ZBTB33",102167717,NA,"protein_coding","chromosome","X",98370137,98413686,43550,NA,1,NA,NA,"NC_010461.5",NA
"27759","LOC106507023",106507023,NA,"lncRNA","chromosome","X",98390131,98396786,6656,NA,-1,NA,NA,"NC_010461.5",NA
"27760","TMEM255A",100152537,NA,"protein_coding","chromosome","X",98412286,98464683,52398,NA,-1,NA,NA,"NC_010461.5",NA
"27761","ATP1B4",397245,"ATPase Na+/K+ transporting family member beta 4","protein_coding","chromosome","X",98514286,98535154,20869,NA,1,NA,NA,"NC_010461.5",NA
"27762","LOC100154946",100154946,NA,"protein_coding","chromosome","X",98565476,98570266,4791,NA,1,NA,NA,"NC_010461.5",NA
"27763","ADH4",100513366,"alcohol dehydrogenase 4","other","chromosome","X",98582002,98583002,1001,NA,-1,NA,"partial","NC_010461.5",NA
"27764","LAMP2",100154598,"lysosomal associated membrane protein 2","protein_coding","chromosome","X",98586718,98623939,37222,NA,-1,NA,NA,"NC_010461.5",NA
"27765","LOC106507022",106507022,NA,"lncRNA","chromosome","X",98642768,98655647,12880,NA,1,NA,NA,"NC_010461.5",NA
"27766","CUL4B",100513454,NA,"protein_coding","chromosome","X",98668945,98730582,61638,NA,-1,NA,NA,"NC_010461.5",NA
"27767","LOC100511974",100511974,NA,"pseudogene","chromosome","X",98724446,98726481,2036,NA,1,NA,"pseudo","NC_010461.5",NA
"27768","MCTS1",100511797,NA,"protein_coding","chromosome","X",98729858,98742967,13110,NA,1,NA,NA,"NC_010461.5",NA
"27769","C1GALT1C1",100511613,NA,"protein_coding","chromosome","X",98752711,98758428,5718,NA,-1,NA,NA,"NC_010461.5",NA
"27770","LOC102165926",102165926,NA,"lncRNA","chromosome","X",98758563,98821344,62782,NA,1,NA,NA,"NC_010461.5",NA
"27771","LOC102165589",102165589,NA,"protein_coding","chromosome","X",98978636,98984740,6105,NA,-1,NA,NA,"NC_010461.5",NA
"27772","LOC106507021",106507021,NA,"lncRNA","chromosome","X",98990428,99011136,20709,NA,1,NA,NA,"NC_010461.5",NA
"27773","LOC100517444",100517444,NA,"pseudogene","chromosome","X",99061265,99063521,2257,NA,-1,NA,"pseudo","NC_010461.5",NA
"27774","LOC106507020",106507020,NA,"lncRNA","chromosome","X",99476446,99509164,32719,NA,1,NA,NA,"NC_010461.5",NA
"27775","LOC110257741",110257741,NA,"lncRNA","chromosome","X",100625631,100694560,68930,NA,-1,NA,NA,"NC_010461.5",NA
"27776","GRIA3",100519996,NA,"protein_coding","chromosome","X",100827293,101109213,281921,NA,1,NA,NA,"NC_010461.5",NA
"27777","THOC2",100154832,NA,"protein_coding","chromosome","X",101170969,101284623,113655,NA,-1,NA,NA,"NC_010461.5",NA
"27778","LOC106507030",106507030,NA,"pseudogene","chromosome","X",101173216,101174081,866,NA,1,NA,"pseudo","NC_010461.5",NA
"27779","LOC110257776",110257776,NA,"lncRNA","chromosome","X",101303464,101309228,5765,NA,-1,NA,NA,"NC_010461.5",NA
"27780","LOC100520597",100520597,NA,"pseudogene","chromosome","X",101341606,101342282,677,NA,1,NA,"pseudo","NC_010461.5",NA
"27781","LOC110257848",110257848,NA,"lncRNA","chromosome","X",101359713,101399394,39682,NA,-1,NA,NA,"NC_010461.5",NA
"27782","XIAP",100037300,"X-linked inhibitor of apoptosis","protein_coding","chromosome","X",101399374,101440021,40648,NA,1,NA,NA,"NC_010461.5",NA
"27783","LOC100737369",100737369,NA,"pseudogene","chromosome","X",101412203,101413312,1110,NA,-1,NA,"pseudo","NC_010461.5",NA
"27784","STAG2",100154944,NA,"protein_coding","chromosome","X",101476117,101617405,141289,NA,1,NA,NA,"NC_010461.5",NA
"27785","LOC106507032",106507032,NA,"lncRNA","chromosome","X",101711933,101717371,5439,NA,1,NA,NA,"NC_010461.5",NA
"27786","TEX13C",102165297,NA,"protein_coding","chromosome","X",101806861,101810876,4016,NA,1,NA,NA,"NC_010461.5",NA
"27787","SH2D1A",780420,"SH2 domain containing 1A","protein_coding","chromosome","X",101824602,101847265,22664,NA,1,NA,NA,"NC_010461.5",NA
"27788","TENM1",100520416,NA,"protein_coding","chromosome","X",101853340,102641299,787960,NA,-1,NA,NA,"NC_010461.5",NA
"27789","MIR2483",104794452,"microRNA 2483","miRNA","chromosome","X",102636089,102636164,76,NA,-1,NA,NA,"NC_010461.5",NA
"27790","LOC100521121",100521121,NA,"pseudogene","chromosome","X",102675315,102675470,156,NA,1,NA,"pseudo","NC_010461.5",NA
"27791","LOC100521308",100521308,NA,"protein_coding","chromosome","X",103322468,103327458,4991,NA,-1,NA,NA,"NC_010461.5",NA
"27792","LOC110257814",110257814,NA,"pseudogene","chromosome","X",103639146,103641354,2209,NA,-1,NA,"pseudo","NC_010461.5",NA
"27793","PRR32",100737612,NA,"protein_coding","chromosome","X",103813092,103815208,2117,NA,1,NA,NA,"NC_010461.5",NA
"27794","LOC102165678",102165678,NA,"lncRNA","chromosome","X",104657911,104751045,93135,NA,-1,NA,NA,"NC_010461.5",NA
"27795","LOC100521833",100521833,NA,"pseudogene","chromosome","X",104676683,104677672,990,NA,-1,NA,"pseudo","NC_010461.5",NA
"27796","LOC100154405",100154405,NA,"protein_coding","chromosome","X",104936448,104941473,5026,NA,-1,NA,NA,"NC_010461.5",NA
"27797","LOC110257825",110257825,NA,"pseudogene","chromosome","X",104961141,104964895,3755,NA,-1,NA,"pseudo","NC_010461.5",NA
"27798","LOC110257770",110257770,NA,"lncRNA","chromosome","X",105053645,105217183,163539,NA,-1,NA,NA,"NC_010461.5",NA
"27799","LOC110257857",110257857,NA,"lncRNA","chromosome","X",105687573,105760692,73120,NA,-1,NA,NA,"NC_010461.5",NA
"27800","LOC100522533",100522533,NA,"pseudogene","chromosome","X",105985340,105986645,1306,NA,1,NA,"pseudo","NC_010461.5",NA
"27801","SMARCA1",100188905,NA,"protein_coding","chromosome","X",106039961,106116156,76196,NA,-1,NA,NA,"NC_010461.5",NA
"27802","OCRL",100524726,NA,"protein_coding","chromosome","X",106124991,106188066,63076,NA,1,NA,NA,"NC_010461.5",NA
"27803","APLN",100625006,NA,"protein_coding","chromosome","X",106236746,106246563,9818,NA,-1,NA,NA,"NC_010461.5",NA
"27804","XPNPEP2",445538,"X-prolyl aminopeptidase 2","protein_coding","chromosome","X",106333785,106363412,29628,NA,1,NA,NA,"NC_010461.5",NA
"27805","SASH3",100525094,NA,"protein_coding","chromosome","X",106373871,106389454,15584,NA,1,NA,NA,"NC_010461.5",NA
"27806","ZDHHC9",100523109,NA,"protein_coding","chromosome","X",106397139,106436103,38965,NA,-1,NA,NA,"NC_010461.5",NA
"27807","CCDC169",100522917,NA,"protein_coding","chromosome","X",106457036,106457680,645,NA,1,NA,NA,"NC_010461.5",NA
"27808","UTP14A",100523416,NA,"protein_coding","chromosome","X",106479028,106500389,21362,NA,1,NA,NA,"NC_010461.5",NA
"27809","LOC106507039",106507039,NA,"lncRNA","chromosome","X",106487673,106488565,893,NA,-1,NA,NA,"NC_010461.5",NA
"27810","BCORL1",100525271,NA,"protein_coding","chromosome","X",106547754,106613130,65377,NA,1,NA,NA,"NC_010461.5",NA
"27811","ELF4",100523880,NA,"protein_coding","chromosome","X",106617747,106661340,43594,NA,-1,NA,NA,"NC_010461.5",NA
"27812","LOC106507037",106507037,NA,"lncRNA","chromosome","X",106661017,106672297,11281,NA,1,NA,NA,"NC_010461.5",NA
"27813","AIFM1",100524062,"apoptosis inducing factor mitochondria associated 1","protein_coding","chromosome","X",106676596,106708290,31695,NA,-1,NA,NA,"NC_010461.5",NA
"27814","RAB33A",100144495,"RAB33A, member RAS oncogene family","protein_coding","chromosome","X",106708402,106723803,15402,NA,1,NA,NA,"NC_010461.5",NA
"27815","ZNF280C",100524358,NA,"protein_coding","chromosome","X",106735129,106795789,60661,NA,-1,NA,NA,"NC_010461.5",NA
"27816","SLC25A14",100525444,NA,"protein_coding","chromosome","X",106828695,106859128,30434,NA,1,NA,NA,"NC_010461.5",NA
"27817","GPR119",100524541,"G protein-coupled receptor 119","protein_coding","chromosome","X",106872225,106873299,1075,NA,-1,NA,NA,"NC_010461.5",NA
"27818","RBMX2",100626622,"RNA binding motif protein, X-linked 2","protein_coding","chromosome","X",106880912,106890391,9480,NA,1,NA,NA,"NC_010461.5",NA
"27819","LOC100626097",100626097,NA,"protein_coding","chromosome","X",106902342,106978056,75715,NA,-1,NA,NA,"NC_010461.5",NA
"27820","LOC102163484",102163484,NA,"lncRNA","chromosome","X",107067893,107110871,42979,NA,1,NA,NA,"NC_010461.5",NA
"27821","ENOX2",100525626,NA,"protein_coding","chromosome","X",107084378,107368520,284143,NA,-1,NA,NA,"NC_010461.5",NA
"27822","ARHGAP36",100511614,NA,"protein_coding","chromosome","X",107368552,107537747,169196,NA,1,NA,NA,"NC_010461.5",NA
"27823","LOC110257808",110257808,NA,"lncRNA","chromosome","X",107597305,107647778,50474,NA,1,NA,NA,"NC_010461.5",NA
"27824","IGSF1",100157227,NA,"protein_coding","chromosome","X",107674966,108050736,375771,NA,-1,NA,NA,"NC_010461.5",NA
"27825","LOC110257692",110257692,NA,"protein_coding","chromosome","X",107736747,107737673,927,NA,-1,NA,NA,"NC_010461.5",NA
"27826","LOC100511059",100511059,NA,"protein_coding","chromosome","X",107752365,107762735,10371,NA,-1,NA,NA,"NC_010461.5",NA
"27827","LOC100513516",100513516,NA,"protein_coding","chromosome","X",107820069,107821040,972,NA,-1,NA,NA,"NC_010461.5",NA
"27828","LOC100513904",100513904,NA,"protein_coding","chromosome","X",107894520,107895892,1373,NA,1,NA,NA,"NC_010461.5",NA
"27829","LOC100514087",100514087,NA,"protein_coding","chromosome","X",107908613,107912960,4348,NA,1,NA,NA,"NC_010461.5",NA
"27830","LOC100514444",100514444,NA,"protein_coding","chromosome","X",107949245,107956580,7336,NA,1,NA,NA,"NC_010461.5",NA
"27831","STK26",100233205,"serine/threonine kinase 26","protein_coding","chromosome","X",108179230,108237669,58440,NA,1,NA,"partial","NC_010461.5",NA
"27832","FRMD7",102162664,NA,"protein_coding","chromosome","X",108241116,108294188,53073,NA,-1,NA,NA,"NC_010461.5",NA
"27833","RAP2C",100511975,NA,"protein_coding","chromosome","X",108332623,108348432,15810,NA,-1,NA,NA,"NC_010461.5",NA
"27834","LOC106507043",106507043,NA,"lncRNA","chromosome","X",108348558,108500943,152386,NA,1,NA,NA,"NC_010461.5",NA
"27835","MBNL3",100512149,"muscleblind like splicing regulator 3","protein_coding","chromosome","X",108488224,108612896,124673,NA,-1,NA,NA,"NC_010461.5",NA
"27836","HS6ST2",100153213,NA,"protein_coding","chromosome","X",108755577,109043976,288400,NA,-1,NA,NA,"NC_010461.5",NA
"27837","USP26",100515989,NA,"protein_coding","chromosome","X",109092622,109095548,2927,NA,-1,NA,NA,"NC_010461.5",NA
"27838","LOC102163952",102163952,NA,"lncRNA","chromosome","X",109261358,109276269,14912,NA,-1,NA,NA,"NC_010461.5",NA
"27839","GPC4",100156029,NA,"protein_coding","chromosome","X",109306489,109421947,115459,NA,-1,NA,NA,"NC_010461.5",NA
"27840","LOC110257654",110257654,NA,"lncRNA","chromosome","X",109372270,109373700,1431,NA,1,NA,NA,"NC_010461.5",NA
"27841","LOC102164147",102164147,NA,"lncRNA","chromosome","X",109516724,109542290,25567,NA,1,NA,NA,"NC_010461.5",NA
"27842","GPC3",100516171,NA,"protein_coding","chromosome","X",109536495,109973605,437111,NA,-1,NA,NA,"NC_010461.5",NA
"27843","LOC110257860",110257860,NA,"lncRNA","chromosome","X",109547298,109560859,13562,NA,1,NA,NA,"NC_010461.5",NA
"27844","LOC110257861",110257861,NA,"lncRNA","chromosome","X",109973667,109979432,5766,NA,1,NA,NA,"NC_010461.5",NA
"27845","LOC110257831",110257831,NA,"lncRNA","chromosome","X",110038037,110078160,40124,NA,-1,NA,NA,"NC_010461.5",NA
"27846","MIR363-1",100498755,"microRNA 363-1","miRNA","chromosome","X",110113552,110113631,80,NA,-1,NA,NA,"NC_010461.5",NA
"27847","MIR92A-2",100498787,"microRNA 92a-2","miRNA","chromosome","X",110113717,110113796,80,NA,-1,NA,NA,"NC_010461.5",NA
"27848","MIR19B-2",100498776,"microRNA 19b-2","miRNA","chromosome","X",110113855,110113934,80,NA,-1,NA,NA,"NC_010461.5",NA
"27849","MIR20B-1",104794426,"microRNA 20b-1","miRNA","chromosome","X",110113980,110114059,80,NA,-1,NA,NA,"NC_010461.5",NA
"27850","MIR18B",100628334,"microRNA 18b","miRNA","chromosome","X",110114224,110114306,83,NA,-1,NA,NA,"NC_010461.5",NA
"27851","MIR106A",100316588,"microRNA 106a","miRNA","chromosome","X",110114388,110114468,81,NA,-1,NA,NA,"NC_010461.5",NA
"27852","CCDC160",100516533,NA,"protein_coding","chromosome","X",110159833,110170354,10522,NA,1,NA,NA,"NC_010461.5",NA
"27853","PHF6",100151997,"PHD finger protein 6","protein_coding","chromosome","X",110249010,110311503,62494,NA,1,NA,NA,"NC_010461.5",NA
"27854","HPRT1",397351,"hypoxanthine phosphoribosyltransferase 1","protein_coding","chromosome","X",110321144,110357902,36759,NA,1,NA,NA,"NC_010461.5",NA
"27855","MIR450B",100498790,"microRNA 450b","miRNA","chromosome","X",110381587,110381666,80,NA,-1,NA,NA,"NC_010461.5",NA
"27856","MIR450A",100316582,"microRNA 450a","miRNA","chromosome","X",110381746,110381851,106,NA,-1,NA,NA,"NC_010461.5",NA
"27857","MIR450C",100498759,"microRNA 450c","miRNA","chromosome","X",110381891,110381971,81,NA,-1,NA,NA,"NC_010461.5",NA
"27858","MIR542",100498731,"microRNA 542","miRNA","chromosome","X",110382597,110382676,80,NA,-1,NA,NA,"NC_010461.5",NA
"27859","PLAC1",100359357,NA,"protein_coding","chromosome","X",110403257,110592117,188861,NA,-1,NA,NA,"NC_010461.5",NA
"27860","FAM122B",100517991,NA,"protein_coding","chromosome","X",110570091,110617779,47689,NA,-1,NA,NA,"NC_010461.5",NA
"27861","LOC100516891",100516891,NA,"protein_coding","chromosome","X",110619227,110682249,63023,NA,1,NA,NA,"NC_010461.5",NA
"27862","MOSPD1",100359355,"motile sperm domain containing 1","protein_coding","chromosome","X",110693538,110786323,92786,NA,-1,NA,NA,"NC_010461.5",NA
"27863","LOC106506137",106506137,NA,"lncRNA","chromosome","X",110699502,110702367,2866,NA,-1,NA,NA,"NC_010461.5",NA
"27864","SMIM10",100153591,NA,"protein_coding","chromosome","X",110754797,110761398,6602,NA,1,NA,NA,"NC_010461.5",NA
"27865","LOC100736603",100736603,NA,"protein_coding","chromosome","X",110793198,110794496,1299,NA,1,NA,NA,"NC_010461.5",NA
"27866","LOC100521485",100521485,NA,"protein_coding","chromosome","X",110810150,110811475,1326,NA,-1,NA,NA,"NC_010461.5",NA
"27867","LOC110257712",110257712,NA,"protein_coding","chromosome","X",110813912,110815239,1328,NA,1,NA,NA,"NC_010461.5",NA
"27868","LOC106508243",106508243,NA,"lncRNA","chromosome","X",110817324,110820866,3543,NA,1,NA,NA,"NC_010461.5",NA
"27869","LOC100517446",100517446,NA,"pseudogene","chromosome","X",110826366,110826801,436,NA,-1,NA,"pseudo","NC_010461.5",NA
"27870","LOC100518170",100518170,NA,"protein_coding","chromosome","X",110833247,110834588,1342,NA,-1,NA,NA,"NC_010461.5",NA
"27871","LOC102157543",102157543,NA,"lncRNA","chromosome","X",110834949,110842958,8010,NA,1,NA,NA,"NC_010461.5",NA
"27872","CT55",100521652,NA,"protein_coding","chromosome","X",110848227,110890277,42051,NA,-1,NA,NA,"NC_010461.5",NA
"27873","LOC110255250",110255250,NA,"protein_coding","chromosome","X",110872816,110876723,3908,NA,1,NA,NA,"NC_010461.5",NA
"27874","ZNF75D",100519584,NA,"protein_coding","chromosome","X",110890310,110904067,13758,NA,1,NA,NA,"NC_010461.5",NA
"27875","ZNF449",102166396,NA,"protein_coding","chromosome","X",110928168,110948607,20440,NA,1,NA,NA,"NC_010461.5",NA
"27876","LOC100519939",100519939,NA,"protein_coding","chromosome","X",110959731,110963079,3349,NA,1,NA,NA,"NC_010461.5",NA
"27877","LOC110257859",110257859,NA,"lncRNA","chromosome","X",110962837,110967246,4410,NA,-1,NA,NA,"NC_010461.5",NA
"27878","INTS6L",100521835,NA,"protein_coding","chromosome","X",111011860,111072939,61080,NA,1,NA,NA,"NC_010461.5",NA
"27879","LOC100157667",100157667,NA,"protein_coding","chromosome","X",111094016,111110838,16823,NA,1,NA,NA,"NC_010461.5",NA
"27880","MMGT1",100520118,"membrane magnesium transporter 1","protein_coding","chromosome","X",111145712,111158298,12587,NA,-1,NA,NA,"NC_010461.5",NA
"27881","SLC9A6",100621561,NA,"protein_coding","chromosome","X",111176461,111233108,56648,NA,1,NA,NA,"NC_010461.5",NA
