"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"16715","LOC100519871",100519871,NA,"protein_coding","chromosome","13",152862737,152863275,539,NA,1,NA,NA,"NC_010455.5",NA
"16716","CBLB",100621690,NA,"protein_coding","chromosome","13",153480525,153700115,219591,NA,1,NA,NA,"NC_010455.5",NA
"16717","LOC110256435",110256435,NA,"lncRNA","chromosome","13",153688152,153780452,92301,NA,-1,NA,NA,"NC_010455.5",NA
"16718","ALCAM",397269,NA,"protein_coding","chromosome","13",153794991,153998241,203251,NA,-1,NA,NA,"NC_010455.5",NA
"16719","LOC110256436",110256436,NA,"lncRNA","chromosome","13",154007883,154013604,5722,NA,-1,NA,NA,"NC_010455.5",NA
"16720","LOC110256437",110256437,NA,"lncRNA","chromosome","13",156405852,156436553,30702,NA,-1,NA,NA,"NC_010455.5",NA
"16721","ZPLD1",100153011,NA,"protein_coding","chromosome","13",156642197,156686157,43961,NA,-1,NA,NA,"NC_010455.5",NA
"16722","LOC110256438",110256438,NA,"lncRNA","chromosome","13",156848793,156895282,46490,NA,-1,NA,NA,"NC_010455.5",NA
"16723","LOC102162881",102162881,NA,"lncRNA","chromosome","13",157013057,157120955,107899,NA,-1,NA,NA,"NC_010455.5",NA
"16724","NFKBIZ",100520981,"NFKB inhibitor zeta","protein_coding","chromosome","13",157261419,157273119,11701,NA,-1,NA,NA,"NC_010455.5",NA
"16725","NXPE3",100520806,NA,"protein_coding","chromosome","13",157298831,157337904,39074,NA,-1,NA,NA,"NC_010455.5",NA
"16726","CEP97",100521822,NA,"protein_coding","chromosome","13",157356248,157388425,32178,NA,-1,NA,NA,"NC_010455.5",NA
"16727","RPL24",100521642,NA,"protein_coding","chromosome","13",157411933,157418663,6731,NA,1,NA,NA,"NC_010455.5",NA
"16728","ZBTB11",100521154,NA,"protein_coding","chromosome","13",157422024,157460216,38193,NA,1,NA,NA,"NC_010455.5",NA
"16729","PCNP",100521336,NA,"protein_coding","chromosome","13",157468427,157491264,22838,NA,-1,NA,NA,"NC_010455.5",NA
"16730","TRMT10C",100522163,NA,"protein_coding","chromosome","13",157495075,157522349,27275,NA,-1,NA,NA,"NC_010455.5",NA
"16731","SENP7",100623734,NA,"protein_coding","chromosome","13",157521778,157672818,151041,NA,1,NA,NA,"NC_010455.5",NA
"16732","IMPG2",106508014,NA,"protein_coding","chromosome","13",157672973,157763817,90845,NA,1,NA,NA,"NC_010455.5",NA
"16733","ABI3BP",100154641,NA,"protein_coding","chromosome","13",158013704,158291093,277390,NA,1,NA,NA,"NC_010455.5",NA
"16734","TFG",414406,NA,"protein_coding","chromosome","13",158291090,158326902,35813,NA,-1,NA,NA,"NC_010455.5",NA
"16735","ADGRG7",102160124,NA,"protein_coding","chromosome","13",158334535,158402752,68218,NA,-1,NA,NA,"NC_010455.5",NA
"16736","TMEM45A",100522901,NA,"protein_coding","chromosome","13",158417971,158515072,97102,NA,-1,NA,NA,"NC_010455.5",NA
"16737","TOMM70",100523641,NA,"protein_coding","chromosome","13",158577026,158629878,52853,NA,1,NA,NA,"NC_010455.5",NA
"16738","NIT2",100625406,"nitrilase family member 2","protein_coding","chromosome","13",158630997,158653164,22168,NA,-1,NA,NA,"NC_010455.5",NA
"16739","TBC1D23",100524904,NA,"protein_coding","chromosome","13",158665083,158729285,64203,NA,-1,NA,NA,"NC_010455.5",NA
"16740","LOC100524713",100524713,NA,"protein_coding","chromosome","13",158767127,158789384,22258,NA,-1,NA,NA,"NC_010455.5",NA
"16741","CMSS1",100152199,NA,"protein_coding","chromosome","13",158798780,159192153,393374,NA,-1,NA,NA,"NC_010455.5",NA
"16742","FILIP1L",100157058,NA,"protein_coding","chromosome","13",158889362,159187491,298130,NA,1,NA,NA,"NC_010455.5",NA
"16743","COL8A1",397430,NA,"protein_coding","chromosome","13",159216138,159374718,158581,NA,-1,NA,NA,"NC_010455.5",NA
"16744","DCBLD2",106504106,NA,"protein_coding","chromosome","13",160063742,160160054,96313,NA,1,NA,NA,"NC_010455.5",NA
"16745","ST3GAL6",100739492,NA,"protein_coding","chromosome","13",160158238,160225355,67118,NA,-1,NA,NA,"NC_010455.5",NA
"16746","CPOX",100511474,"coproporphyrinogen oxidase","protein_coding","chromosome","13",160332436,160345862,13427,NA,1,NA,NA,"NC_010455.5",NA
"16747","GPR15",100153787,NA,"protein_coding","chromosome","13",160386727,160390965,4239,NA,-1,NA,NA,"NC_010455.5",NA
"16748","CLDND1",100154619,"claudin domain containing 1","protein_coding","chromosome","13",160397444,160405675,8232,NA,1,NA,NA,"NC_010455.5",NA
"16749","GABRR3",110256449,NA,"protein_coding","chromosome","13",162281067,162319459,38393,NA,1,NA,NA,"NC_010455.5",NA
"16750","RIOX2",110256447,NA,"protein_coding","chromosome","13",162330541,162354420,23880,NA,1,NA,NA,"NC_010455.5",NA
"16751","CRYBG3",100624348,NA,"protein_coding","chromosome","13",162354343,162478771,124429,NA,-1,NA,NA,"NC_010455.5",NA
"16752","ARL6",100624255,NA,"protein_coding","chromosome","13",162509451,162556675,47225,NA,-1,NA,NA,"NC_010455.5",NA
"16753","EPHA6",100156650,NA,"protein_coding","chromosome","13",162568835,163445722,876888,NA,-1,NA,NA,"NC_010455.5",NA
"16754","LOC110256450",110256450,NA,"lncRNA","chromosome","13",165487709,165748273,260565,NA,-1,NA,NA,"NC_010455.5",NA
"16755","NSUN3",100625260,NA,"protein_coding","chromosome","13",165763896,165823182,59287,NA,-1,NA,NA,"NC_010455.5",NA
"16756","LOC102166963",102166963,NA,"lncRNA","chromosome","13",165823334,165830295,6962,NA,1,NA,NA,"NC_010455.5",NA
"16757","ARL13B",100624385,NA,"protein_coding","chromosome","13",165829772,165910959,81188,NA,-1,NA,NA,"NC_010455.5",NA
"16758","STX19",100624797,NA,"protein_coding","chromosome","13",165858563,165872678,14116,NA,1,NA,NA,"NC_010455.5",NA
"16759","PROS1",397388,NA,"protein_coding","chromosome","13",165915298,165999118,83821,NA,1,NA,NA,"NC_010455.5",NA
"16760","EPHA3",100337658,"EPH receptor A3","protein_coding","chromosome","13",166592492,166942791,350300,NA,-1,NA,NA,"NC_010455.5",NA
"16761","LOC110256451",110256451,NA,"lncRNA","chromosome","13",167292143,167307596,15454,NA,-1,NA,NA,"NC_010455.5",NA
"16762","LOC100738961",100738961,NA,"protein_coding","chromosome","13",167461695,167467162,5468,NA,-1,NA,NA,"NC_010455.5",NA
"16763","C13H3orf38",110256453,NA,"protein_coding","chromosome","13",167790016,167803786,13771,NA,-1,NA,NA,"NC_010455.5",NA
"16764","ZNF654",110256452,NA,"protein_coding","chromosome","13",167807705,167895783,88079,NA,-1,NA,NA,"NC_010455.5",NA
"16765","CGGBP1",110256454,NA,"protein_coding","chromosome","13",167895973,167902672,6700,NA,1,NA,NA,"NC_010455.5",NA
"16766","HTR1F",397187,"5-hydroxytryptamine receptor 1F","protein_coding","chromosome","13",167951444,167987391,35948,NA,-1,NA,NA,"NC_010455.5",NA
"16767","POU1F1",397325,"POU class 1 homeobox 1","protein_coding","chromosome","13",168510671,168530394,19724,NA,1,NA,NA,"NC_010455.5",NA
"16768","CHMP2B",100516044,"charged multivesicular body protein 2B","protein_coding","chromosome","13",168534950,168569574,34625,NA,-1,NA,NA,"NC_010455.5",NA
"16769","VGLL3",100233225,"vestigial like family member 3","protein_coding","chromosome","13",168790024,168839962,49939,NA,1,NA,NA,"NC_010455.5",NA
"16770","CADM2",100626294,NA,"protein_coding","chromosome","13",169681947,170753114,1071168,NA,-1,NA,NA,"NC_010455.5",NA
"16771","LOC110256458",110256458,NA,"lncRNA","chromosome","13",171992811,172013396,20586,NA,1,NA,NA,"NC_010455.5",NA
"16772","GBE1",100156209,NA,"protein_coding","chromosome","13",173634401,173909646,275246,NA,1,NA,NA,"NC_010455.5",NA
"16773","LOC106505825",106505825,NA,"lncRNA","chromosome","13",173943851,173976257,32407,NA,1,NA,NA,"NC_010455.5",NA
"16774","ROBO1",100517310,NA,"protein_coding","chromosome","13",175348223,176479482,1131260,NA,1,NA,NA,"NC_010455.5",NA
"16775","LOC102160577",102160577,NA,"lncRNA","chromosome","13",176490769,176652865,162097,NA,1,NA,NA,"NC_010455.5",NA
"16776","ROBO2",100517681,NA,"protein_coding","chromosome","13",177365712,179040027,1674316,NA,-1,NA,NA,"NC_010455.5",NA
"16777","LIPI",100154888,NA,"protein_coding","chromosome","13",179128549,179180612,52064,NA,-1,NA,NA,"NC_010455.5",NA
"16778","RBM11",106505830,NA,"protein_coding","chromosome","13",179180611,179191934,11324,NA,1,NA,NA,"NC_010455.5",NA
"16779","LOC100152428",100152428,NA,"protein_coding","chromosome","13",179225360,179311810,86451,NA,1,NA,NA,"NC_010455.5",NA
"16780","HSPA13",100152073,NA,"protein_coding","chromosome","13",179309746,179321297,11552,NA,-1,NA,NA,"NC_010455.5",NA
"16781","LOC102161811",102161811,NA,"lncRNA","chromosome","13",179321384,179515835,194452,NA,1,NA,NA,"NC_010455.5",NA
"16782","SAMSN1",100157298,NA,"protein_coding","chromosome","13",179431494,179509359,77866,NA,-1,NA,NA,"NC_010455.5",NA
"16783","NRIP1",106505834,NA,"protein_coding","chromosome","13",179822731,179916226,93496,NA,-1,NA,NA,"NC_010455.5",NA
"16784","LOC106505836",106505836,NA,"lncRNA","chromosome","13",180289837,180421438,131602,NA,1,NA,NA,"NC_010455.5",NA
"16785","USP25",100628105,NA,"protein_coding","chromosome","13",180571019,180708966,137948,NA,1,NA,NA,"NC_010455.5",NA
"16786","LOC106508546",106508546,NA,"protein_coding","chromosome","13",180777580,181371532,593953,NA,1,NA,NA,"NC_010455.5",NA
"16787","CXADR",397333,NA,"protein_coding","chromosome","13",182134416,182185977,51562,NA,1,NA,NA,"NC_010455.5",NA
"16788","BTG3",100048957,"BTG anti-proliferation factor 3","protein_coding","chromosome","13",182209850,182228626,18777,NA,-1,NA,NA,"NC_010455.5",NA
"16789","C13H21orf91",100736918,NA,"protein_coding","chromosome","13",182374587,182409062,34476,NA,-1,NA,NA,"NC_010455.5",NA
"16790","CHODL",100520642,NA,"protein_coding","chromosome","13",182409113,182829797,420685,NA,1,NA,NA,"NC_010455.5",NA
"16791","TMPRSS15",397152,"transmembrane protease, serine 15","protein_coding","chromosome","13",182829822,183000734,170913,NA,-1,NA,NA,"NC_010455.5",NA
"16792","NCAM2",100737392,NA,"protein_coding","chromosome","13",185176282,185679891,503610,NA,1,NA,NA,"NC_010455.5",NA
"16793","LOC106505840",106505840,NA,"lncRNA","chromosome","13",188996768,189059727,62960,NA,-1,NA,NA,"NC_010455.5",NA
"16794","MRPL39",100521866,NA,"protein_coding","chromosome","13",189148711,189166302,17592,NA,-1,NA,NA,"NC_010455.5",NA
"16795","LOC100621445",100621445,NA,"lncRNA","chromosome","13",189198233,189199707,1475,NA,-1,NA,NA,"NC_010455.5",NA
"16796","JAM2",102166598,NA,"protein_coding","chromosome","13",189199789,189275843,76055,NA,1,NA,NA,"NC_010455.5",NA
"16797","ATP5J",100622245,NA,"protein_coding","chromosome","13",189281429,189290234,8806,NA,-1,NA,NA,"NC_010455.5",NA
"16798","GABPA",100737779,NA,"protein_coding","chromosome","13",189289513,189327501,37989,NA,1,NA,NA,"NC_010455.5",NA
"16799","APP",397663,"amyloid beta precursor protein","protein_coding","chromosome","13",189434854,189716120,281267,NA,-1,NA,NA,"NC_010455.5",NA
"16800","LOC110256540",110256540,NA,"lncRNA","chromosome","13",189709318,189715848,6531,NA,-1,NA,NA,"NC_010455.5",NA
"16801","CYYR1",100154451,NA,"protein_coding","chromosome","13",189957606,190066660,109055,NA,-1,NA,NA,"NC_010455.5",NA
"16802","LOC102161036",102161036,NA,"lncRNA","chromosome","13",189984928,190052000,67073,NA,1,NA,NA,"NC_010455.5",NA
"16803","ADAMTS1",497061,"ADAM metallopeptidase with thrombospondin type 1 motif 1","protein_coding","chromosome","13",190277175,190285957,8783,NA,-1,NA,NA,"NC_010455.5",NA
"16804","LOC110256366",110256366,NA,"protein_coding","chromosome","13",190285719,190289531,3813,NA,1,NA,NA,"NC_010455.5",NA
"16805","LOC110256469",110256469,NA,"protein_coding","chromosome","13",190286500,190290264,3765,NA,1,NA,NA,"NC_010455.5",NA
"16806","ADAMTS5",100522952,NA,"protein_coding","chromosome","13",190353019,190413110,60092,NA,-1,NA,NA,"NC_010455.5",NA
"16807","LOC102158685",102158685,NA,"lncRNA","chromosome","13",191458517,191475084,16568,NA,1,NA,NA,"NC_010455.5",NA
"16808","LOC106505844",106505844,NA,"lncRNA","chromosome","13",191961240,192072070,110831,NA,-1,NA,NA,"NC_010455.5",NA
"16809","N6AMT1",100623424,NA,"protein_coding","chromosome","13",192248511,192265923,17413,NA,1,NA,NA,"NC_010455.5",NA
"16810","LTN1",106505847,NA,"protein_coding","chromosome","13",192295764,192358762,62999,NA,-1,NA,NA,"NC_010455.5",NA
"16811","RWDD2B",100623558,NA,"protein_coding","chromosome","13",192359972,192374354,14383,NA,-1,NA,NA,"NC_010455.5",NA
"16812","USP16",100623735,NA,"protein_coding","chromosome","13",192376850,192406474,29625,NA,1,NA,NA,"NC_010455.5",NA
"16813","CCT8",100623886,NA,"protein_coding","chromosome","13",192407831,192423466,15636,NA,-1,NA,NA,"NC_010455.5",NA
"16814","MAP3K7CL",100624256,NA,"protein_coding","chromosome","13",192488937,192534826,45890,NA,1,NA,NA,"NC_010455.5",NA
"16815","BACH1",100523514,NA,"protein_coding","chromosome","13",192656289,192697536,41248,NA,1,NA,NA,"NC_010455.5",NA
"16816","GRIK1",100624513,NA,"protein_coding","chromosome","13",192877707,193296954,419248,NA,-1,NA,NA,"NC_010455.5",NA
"16817","LOC100625168",100625168,NA,"protein_coding","chromosome","13",193789689,193818634,28946,NA,1,NA,NA,"NC_010455.5",NA
"16818","TIAM1",100524587,NA,"protein_coding","chromosome","13",194774495,195235750,461256,NA,-1,NA,NA,"NC_010455.5",NA
"16819","LOC110256474",110256474,NA,"lncRNA","chromosome","13",195129973,195147554,17582,NA,1,NA,NA,"NC_010455.5",NA
"16820","SOD1",397036,"superoxide dismutase 1","protein_coding","chromosome","13",195326573,195335273,8701,NA,1,NA,NA,"NC_010455.5",NA
"16821","SCAF4",100627258,NA,"protein_coding","chromosome","13",195335178,195396246,61069,NA,-1,NA,NA,"NC_010455.5",NA
"16822","HUNK",100627454,NA,"protein_coding","chromosome","13",195528526,195666685,138160,NA,1,NA,NA,"NC_010455.5",NA
"16823","MIS18A",110256475,NA,"protein_coding","chromosome","13",195912044,195928309,16266,NA,-1,NA,NA,"NC_010455.5",NA
"16824","MRAP",102160946,NA,"protein_coding","chromosome","13",195950949,195973501,22553,NA,1,NA,NA,"NC_010455.5",NA
"16825","URB1",110256368,NA,"protein_coding","chromosome","13",195974790,196047882,73093,NA,-1,NA,NA,"NC_010455.5",NA
"16826","EVA1C",100628171,NA,"protein_coding","chromosome","13",196067643,196172673,105031,NA,1,NA,NA,"NC_010455.5",NA
"16827","C13H21orf59",100524957,NA,"protein_coding","chromosome","13",196210006,196225395,15390,NA,-1,NA,NA,"NC_010455.5",NA
"16828","SYNJ1",100525664,NA,"protein_coding","chromosome","13",196230101,196330512,100412,NA,-1,NA,NA,"NC_010455.5",NA
"16829","PAXBP1",100525128,NA,"protein_coding","chromosome","13",196336952,196371258,34307,NA,-1,NA,NA,"NC_010455.5",NA
"16830","C13H21orf62",100156100,"chromosome 13 open reading frame, human C21orf62","protein_coding","chromosome","13",196387380,196404856,17477,NA,-1,NA,NA,"NC_010455.5",NA
"16831","OLIG2",100152482,NA,"protein_coding","chromosome","13",196596838,196602197,5360,NA,1,NA,NA,"NC_010455.5",NA
"16832","OLIG1",100620095,NA,"protein_coding","chromosome","13",196644065,196646406,2342,NA,1,NA,NA,"NC_010455.5",NA
"16833","LOC110256370",110256370,NA,"protein_coding","chromosome","13",196736994,196794782,57789,NA,-1,NA,NA,"NC_010455.5",NA
"16834","IFNAR2",100533555,"interferon alpha and beta receptor subunit 2","protein_coding","chromosome","13",196765915,196852640,86726,NA,1,NA,NA,"NC_010455.5",NA
"16835","IL10RB",396657,"interleukin 10 receptor subunit beta","protein_coding","chromosome","13",196853606,196884237,30632,NA,1,NA,NA,"NC_010455.5",NA
"16836","IFNAR1",396658,"interferon (alpha, beta and omega) receptor 1","protein_coding","chromosome","13",196925731,196951398,25668,NA,1,NA,NA,"NC_010455.5",NA
"16837","IFNGR2",100126864,"interferon gamma receptor 2 (interferon gamma transducer 1)","protein_coding","chromosome","13",197007303,197035604,28302,NA,1,NA,NA,"NC_010455.5",NA
"16838","TMEM50B",100532728,NA,"protein_coding","chromosome","13",197048285,197093308,45024,NA,-1,NA,NA,"NC_010455.5",NA
"16839","DNAJC28",100620748,NA,"protein_coding","chromosome","13",197104842,197114693,9852,NA,-1,NA,NA,"NC_010455.5",NA
"16840","GART",100620652,NA,"protein_coding","chromosome","13",197130898,197158797,27900,NA,-1,NA,NA,"NC_010455.5",NA
"16841","SON",396703,NA,"protein_coding","chromosome","13",197162075,197193417,31343,NA,1,NA,NA,"NC_010455.5",NA
"16842","DONSON",100620553,NA,"protein_coding","chromosome","13",197192661,197204243,11583,NA,-1,NA,NA,"NC_010455.5",NA
"16843","CRYZL1",100049689,"crystallin zeta like 1","protein_coding","chromosome","13",197204473,197248848,44376,NA,-1,NA,NA,"NC_010455.5",NA
"16844","ITSN1",100737549,NA,"protein_coding","chromosome","13",197301515,197492537,191023,NA,1,NA,NA,"NC_010455.5",NA
"16845","ATP5O",733678,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit","protein_coding","chromosome","13",197509331,197519530,10200,NA,-1,NA,NA,"NC_010455.5",NA
"16846","LOC102164637",102164637,NA,"lncRNA","chromosome","13",197527249,197534016,6768,NA,1,NA,NA,"NC_010455.5",NA
"16847","LOC106508031",106508031,NA,"lncRNA","chromosome","13",197552455,197582706,30252,NA,1,NA,NA,"NC_010455.5",NA
"16848","MRPS6",100337666,NA,"protein_coding","chromosome","13",197687906,197756773,68868,NA,1,NA,NA,"NC_010455.5",NA
"16849","SLC5A3",110255177,NA,"protein_coding","chromosome","13",197688632,197723323,34692,NA,1,NA,NA,"NC_010455.5",NA
"16850","LOC106508033",106508033,NA,"lncRNA","chromosome","13",197790746,197795576,4831,NA,1,NA,NA,"NC_010455.5",NA
"16851","KCNE2",397170,NA,"protein_coding","chromosome","13",197979749,197980974,1226,NA,1,NA,NA,"NC_010455.5",NA
"16852","SMIM11A",100511159,NA,"protein_coding","chromosome","13",197985268,197998289,13022,NA,1,NA,NA,"NC_010455.5",NA
"16853","C13H21orf140",102165034,NA,"protein_coding","chromosome","13",198006958,198010011,3054,NA,-1,NA,NA,"NC_010455.5",NA
"16854","KCNE1",100621502,NA,"protein_coding","chromosome","13",198051281,198059444,8164,NA,-1,NA,NA,"NC_010455.5",NA
"16855","RCAN1",100511902,"regulator of calcineurin 1","protein_coding","chromosome","13",198106256,198205727,99472,NA,-1,NA,NA,"NC_010455.5",NA
"16856","LOC106508034",106508034,NA,"lncRNA","chromosome","13",198131086,198135180,4095,NA,-1,NA,NA,"NC_010455.5",NA
"16857","CLIC6",100622868,NA,"protein_coding","chromosome","13",198250702,198303830,53129,NA,1,NA,NA,"NC_010455.5",NA
"16858","RUNX1",100512633,"runt related transcription factor 1","protein_coding","chromosome","13",198371835,198635648,263814,NA,-1,NA,NA,"NC_010455.5",NA
"16859","LOC106508030",106508030,NA,"lncRNA","chromosome","13",198651814,198659611,7798,NA,-1,NA,NA,"NC_010455.5",NA
"16860","LOC106505851",106505851,NA,"lncRNA","chromosome","13",198818574,198872015,53442,NA,1,NA,NA,"NC_010455.5",NA
"16861","SETD4",100622154,NA,"protein_coding","chromosome","13",199564048,199589924,25877,NA,-1,NA,NA,"NC_010455.5",NA
"16862","LOC100622246",100622246,"carbonyl reductase [NADPH] 1","protein_coding","chromosome","13",199600768,199606618,5851,NA,1,NA,NA,"NC_010455.5",NA
"16863","CBR1",397143,"carbonyl reductase 1","protein_coding","chromosome","13",199617406,199622407,5002,NA,1,NA,NA,"NC_010455.5",NA
"16864","LOC110256481",110256481,NA,"protein_coding","chromosome","13",199665279,199673271,7993,NA,1,NA,NA,"NC_010455.5",NA
"16865","LOC110256483",110256483,NA,"protein_coding","chromosome","13",199713741,199719535,5795,NA,1,NA,NA,"NC_010455.5",NA
"16866","CBR3",100512990,"carbonyl reductase 3","protein_coding","chromosome","13",199830690,199840444,9755,NA,1,NA,NA,"NC_010455.5",NA
"16867","DOPEY2",100513179,NA,"protein_coding","chromosome","13",199848022,199982484,134463,NA,1,NA,NA,"NC_010455.5",NA
"16868","MORC3",100513379,NA,"protein_coding","chromosome","13",199996944,200039411,42468,NA,1,NA,NA,"NC_010455.5",NA
"16869","CHAF1B",100513568,NA,"protein_coding","chromosome","13",200048096,200074902,26807,NA,1,NA,NA,"NC_010455.5",NA
"16870","LOC106505859",106505859,NA,"lncRNA","chromosome","13",200077275,200098938,21664,NA,-1,NA,NA,"NC_010455.5",NA
"16871","CLDN14",100302017,"claudin 14","protein_coding","chromosome","13",200121796,200201712,79917,NA,-1,NA,NA,"NC_010455.5",NA
"16872","LOC110256439",110256439,NA,"lncRNA","chromosome","13",200203904,200205938,2035,NA,1,NA,NA,"NC_010455.5",NA
"16873","SIM2",100623917,NA,"protein_coding","chromosome","13",200354963,200408890,53928,NA,1,NA,NA,"NC_010455.5",NA
"16874","HLCS",100515056,NA,"protein_coding","chromosome","13",200406395,200618967,212573,NA,-1,NA,NA,"NC_010455.5",NA
"16875","LOC110256485",110256485,NA,"lncRNA","chromosome","13",200607497,200613515,6019,NA,1,NA,NA,"NC_010455.5",NA
"16876","RIPPLY3",100153272,NA,"protein_coding","chromosome","13",200642802,200652401,9600,NA,1,NA,NA,"NC_010455.5",NA
"16877","PIGP",100154885,"phosphatidylinositol glycan anchor biosynthesis class P","protein_coding","chromosome","13",200686716,200695537,8822,NA,-1,NA,NA,"NC_010455.5",NA
"16878","TTC3",106505861,NA,"protein_coding","chromosome","13",200695624,200821920,126297,NA,1,NA,NA,"NC_010455.5",NA
"16879","DSCR3",100738307,NA,"protein_coding","chromosome","13",200869161,200927004,57844,NA,-1,NA,NA,"NC_010455.5",NA
"16880","DYRK1A",100514684,NA,"protein_coding","chromosome","13",201008506,201159946,151441,NA,1,NA,NA,"NC_010455.5",NA
"16881","KCNJ6",100515928,NA,"protein_coding","chromosome","13",201231803,201525943,294141,NA,-1,NA,NA,"NC_010455.5",NA
"16882","KCNJ15",100152071,NA,"protein_coding","chromosome","13",201894036,201941449,47414,NA,1,NA,NA,"NC_010455.5",NA
"16883","ERG",100625364,"ERG, ETS transcription factor","protein_coding","chromosome","13",201999237,202302572,303336,NA,-1,NA,NA,"NC_010455.5",NA
"16884","ETS2",100154449,NA,"protein_coding","chromosome","13",202464341,202483534,19194,NA,1,NA,NA,"NC_010455.5",NA
"16885","LOC110256489",110256489,NA,"lncRNA","chromosome","13",202523556,202530722,7167,NA,1,NA,NA,"NC_010455.5",NA
"16886","PSMG1",100625573,"proteasome assembly chaperone 1","protein_coding","chromosome","13",202762509,202775601,13093,NA,-1,NA,NA,"NC_010455.5",NA
"16887","BRWD1",100738890,NA,"protein_coding","chromosome","13",202776040,202896545,120506,NA,-1,NA,NA,"NC_010455.5",NA
"16888","HMGN1",100625838,NA,"protein_coding","chromosome","13",202936313,202943496,7184,NA,-1,NA,NA,"NC_010455.5",NA
"16889","WRB",100625465,"tryptophan rich basic protein","protein_coding","chromosome","13",202962652,202978390,15739,NA,1,NA,NA,"NC_010455.5",NA
"16890","LCA5L",100626008,NA,"protein_coding","chromosome","13",202988483,203045199,56717,NA,-1,NA,NA,"NC_010455.5",NA
"16891","SH3BGR",100626262,"SH3 domain binding glutamate rich protein","protein_coding","chromosome","13",203046575,203108638,62064,NA,1,NA,NA,"NC_010455.5",NA
"16892","LOC110256490",110256490,NA,"lncRNA","chromosome","13",203188708,203203790,15083,NA,-1,NA,NA,"NC_010455.5",NA
"16893","B3GALT5",100516832,NA,"protein_coding","chromosome","13",203208353,203250085,41733,NA,1,NA,NA,"NC_010455.5",NA
"16894","LOC102166913",102166913,NA,"lncRNA","chromosome","13",203254357,203273556,19200,NA,-1,NA,NA,"NC_010455.5",NA
"16895","IGSF5",100517006,NA,"protein_coding","chromosome","13",203325385,203372361,46977,NA,1,NA,NA,"NC_010455.5",NA
"16896","PCP4",110256491,NA,"protein_coding","chromosome","13",203412479,203479216,66738,NA,1,NA,NA,"NC_010455.5",NA
"16897","DSCAM",100517192,NA,"protein_coding","chromosome","13",203566765,204292079,725315,NA,-1,NA,NA,"NC_010455.5",NA
"16898","LOC110256553",110256553,NA,"lncRNA","chromosome","13",203599077,203604999,5923,NA,1,NA,NA,"NC_010455.5",NA
"16899","LOC110256551",110256551,NA,"transcribed_pseudogene","chromosome","13",203805794,203806746,953,NA,1,NA,"pseudo","NC_010455.5",NA
"16900","LOC110256552",110256552,NA,"lncRNA","chromosome","13",203960041,203971396,11356,NA,1,NA,NA,"NC_010455.5",NA
"16901","LOC110256492",110256492,NA,"lncRNA","chromosome","13",204594202,204600329,6128,NA,-1,NA,NA,"NC_010455.5",NA
"16902","BACE2",100517374,NA,"protein_coding","chromosome","13",204600740,204720215,119476,NA,1,NA,NA,"NC_010455.5",NA
"16903","FAM3B",100517916,NA,"protein_coding","chromosome","13",204746338,204796792,50455,NA,1,NA,NA,"NC_010455.5",NA
"16904","MX2",396893,"myxovirus (influenza virus) resistance 2 (mouse)","protein_coding","chromosome","13",204798633,204821612,22980,NA,1,NA,"partial","NC_010455.5",NA
"16905","LOC102159603",102159603,NA,"lncRNA","chromosome","13",204834894,204840384,5491,NA,-1,NA,NA,"NC_010455.5",NA
"16906","MX1",397128,"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)","protein_coding","chromosome","13",204843049,204868927,25879,NA,1,NA,NA,"NC_010455.5",NA
"16907","TMPRSS2",100739292,NA,"protein_coding","chromosome","13",204874759,204905411,30653,NA,-1,NA,NA,"NC_010455.5",NA
"16908","LOC102160207",102160207,NA,"lncRNA","chromosome","13",204958497,204975029,16533,NA,1,NA,NA,"NC_010455.5",NA
"16909","LOC100518807",100518807,NA,"protein_coding","chromosome","13",204987662,204988803,1142,NA,1,NA,NA,"NC_010455.5",NA
"16910","RIPK4",100518276,NA,"protein_coding","chromosome","13",205127239,205153000,25762,NA,-1,NA,NA,"NC_010455.5",NA
"16911","LOC110256284",110256284,NA,"lncRNA","chromosome","13",205159380,205160640,1261,NA,1,NA,NA,"NC_010455.5",NA
"16912","PRDM15",100518450,NA,"protein_coding","chromosome","13",205174356,205241562,67207,NA,-1,NA,NA,"NC_010455.5",NA
"16913","C2CD2",100628208,NA,"protein_coding","chromosome","13",205248991,205313868,64878,NA,-1,NA,NA,"NC_010455.5",NA
"16914","ZBTB21",100620128,NA,"protein_coding","chromosome","13",205345675,205365151,19477,NA,-1,NA,NA,"NC_010455.5",NA
"16915","LOC110256493",110256493,NA,"lncRNA","chromosome","13",205423242,205430686,7445,NA,-1,NA,NA,"NC_010455.5",NA
"16916","UMODL1",100620228,NA,"protein_coding","chromosome","13",205425338,205494492,69155,NA,1,NA,NA,"NC_010455.5",NA
"16917","ABCG1",100620416,NA,"protein_coding","chromosome","13",205561897,205628428,66532,NA,1,NA,NA,"NC_010455.5",NA
"16918","TFF3",100627480,"trefoil factor 3","protein_coding","chromosome","13",205641038,205644333,3296,NA,-1,NA,NA,"NC_010455.5",NA
"16919","TFF2",397420,NA,"protein_coding","chromosome","13",205669014,205672319,3306,NA,-1,NA,NA,"NC_010455.5",NA
