"","MAG","taxonomy","domain","phylum","class","order","family","genus","species","lowest","ani","reference","old_MAG"
"254","MAG254","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp022788085","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1","COE1 sp022788085","s__COE1 sp022788085",98.84,"GCA_022788085.1","TC2_40:bin_000105"
"255","MAG255","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia sp001940245","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fimousia","Fimousia sp001940245","s__Fimousia sp001940245",99.08,"GCF_001940245.1","TC2_40:bin_000110"
"256","MAG256","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"g__Phocaeicola (2)",NA,NA,"TC2_40:bin_000115"
"257","MAG257","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscilispira","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoscilispira",NA,"g__Pseudoscilispira",NA,NA,"TC2_40:bin_000124"
"258","MAG258","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272","Bacteria","Bacillota","Clostridia","Oscillospirales","CAG-272",NA,NA,"f__CAG-272",NA,NA,"TC2_40:bin_000130"
"259","MAG259","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__CAKVOD01","Bacteria","Bacillota","Clostridia","Christensenellales","UBA1242","CAKVOD01",NA,"g__CAKVOD01",NA,NA,"TC2_40:bin_000136"
"260","MAG260","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp945486175","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus_A sp945486175","s__Butyricicoccus_A sp945486175",96.45,"GCA_945486175.1","TC2_40:bin_000151"
"261","MAG261","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-303",NA,"g__CAG-303 (2)",NA,NA,"TC2_40:bin_000157"
"262","MAG262","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017 (3)",NA,NA,"TC2_40:bin_000158"
"263","MAG263","d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp945876665","Bacteria","Bacillota","Clostridia","UBA1381","UBA1381","CAG-41","CAG-41 sp945876665","s__CAG-41 sp945876665",98.5,"GCA_945876665.1","TC3_40:bin_000003"
"264","MAG264","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Eubacterium",NA,"g__Eubacterium_R (2)",NA,NA,"TC3_40:bin_000004"
"265","MAG265","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira","Bacteria","Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Metalachnospira",NA,"g__Metalachnospira (2)",NA,NA,"TC3_40:bin_000012"
"266","MAG266","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (3)",NA,NA,"TC3_40:bin_000016"
"267","MAG267","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp022781395","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","UBA3282","UBA3282 sp022781395","s__UBA3282 sp022781395",99.02,"GCA_022781395.1","TC3_40:bin_000017"
"268","MAG268","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter sp002139915","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp002139915","s__Campylobacter sp002139915",97.82,"GCF_002139915.1","TC3_40:bin_000018"
"269","MAG269","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (1)",NA,NA,"TC3_40:bin_000019"
"270","MAG270","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp004560705","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Bariatricus sp004560705","s__Bariatricus sp004560705",99.23,"GCA_022774325.1","TC3_40:bin_000020"
"271","MAG271","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (2)",NA,NA,"TC3_40:bin_000022"
"272","MAG272","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus","Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Scatenecus",NA,"g__Scatenecus",NA,NA,"TC3_40:bin_000027"
"273","MAG273","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp945827765","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Schaedlerella","Schaedlerella sp945827765","s__Schaedlerella sp945827765",99.17,"GCA_945827765.1","TC3_40:bin_000032"
"274","MAG274","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp945494785","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp945494785","s__Alistipes sp945494785",99.19,"GCA_945494785.1","TC3_40:bin_000034"
"275","MAG275","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp017626275","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira sp017626275","s__Lachnospira sp017626275",96.35,"GCA_017626275.1","TC3_40:bin_000035"
"276","MAG276","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp016297325","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus sp016297325","s__Coprococcus sp016297325",99.24,"GCA_016297325.1","TC3_40:bin_000036"
"277","MAG277","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900313295","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Vescimonas","Vescimonas sp900313295","s__Vescimonas sp900313295",98.99,"GCA_900313295.1","TC3_40:bin_000041"
"278","MAG278","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","s__Phocaeicola vulgatus",99.17,"GCF_000012825.1","TC3_40:bin_000048"
"279","MAG279","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp021635425","Bacteria","Bacillota","Clostridia","Christensenellales","Borkfalkiaceae","UBA10281","UBA10281 sp021635425","s__UBA10281 sp021635425",96.18,"GCA_021635425.1","TC3_40:bin_000050"
"280","MAG280","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Heritagella;s__Heritagella sp022767925","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Heritagella","Heritagella sp022767925","s__Heritagella sp022767925",98.88,"GCA_022767925.1","TC3_40:bin_000051"
"281","MAG281","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp017623675","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-632","CAG-632 sp017623675","s__CAG-632 sp017623675",97.41,"GCA_017623675.1","TC3_40:bin_000053"
"282","MAG282","d__Bacteria;p__Bacillota;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis","Bacteria","Bacillota","Bacilli","Haloplasmatales","Turicibacteraceae","Turicibacter","Turicibacter bilis","s__Turicibacter bilis",98.66,"GCF_024499055.1","TC3_40:bin_000055"
"283","MAG283","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia hominis","s__Roseburia hominis",95.09,"GCF_000225345.1","TC3_40:bin_000060"
"284","MAG284","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp022782605","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter sp022782605","s__Terrisporobacter sp022782605",99,"GCA_022782605.1","TC3_40:bin_000069"
"285","MAG285","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__UMGS1795","Bacteria","Bacillota","Clostridia","Christensenellales","Pumilibacteraceae","UMGS1795",NA,"g__UMGS1795",NA,NA,"TC3_40:bin_000071"
"286","MAG286","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__SFJ001 sp004555865","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","SFJ001","SFJ001 sp004555865","s__SFJ001 sp004555865",99.27,"GCA_004555865.1","TC3_40:bin_000072"
"287","MAG287","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp945827465","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA6382","UBA6382 sp945827465","s__UBA6382 sp945827465",98.19,"GCA_945827465.1","TC3_40:bin_000077"
"288","MAG288","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__HGM10890;s__HGM10890 sp900769965","Bacteria","Bacillota","Bacilli","RFN20","CAG-288","HGM10890","HGM10890 sp900769965","s__HGM10890 sp900769965",95.96,"GCA_900769965.1","TC3_40:bin_000079"
"289","MAG289","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","CAG-170","CAG-170 sp002404795","s__CAG-170 sp002404795",95.49,"GCA_002404795.1","TC3_40:bin_000080"
"290","MAG290","d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp900556755","s__Desulfovibrio sp900556755",99.37,"GCF_012843875.1","TC3_40:bin_000085"
"291","MAG291","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp004556965","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","CAG-103","CAG-103 sp004556965","s__CAG-103 sp004556965",98.61,"GCA_004556965.1","TC3_40:bin_000093"
"292","MAG292","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp022777285","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia sp022777285","s__Blautia sp022777285",99.65,"GCA_022777285.1","TC3_40:bin_000094"
"293","MAG293","d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp004554395","Bacteria","Myxococcota","Bradymonadia","UBA4248","UBA4248","UBA4248","UBA4248 sp004554395","s__UBA4248 sp004554395",99.28,"GCA_004554395.1","TC3_40:bin_000103"
"294","MAG294","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Scatovivens;s__Scatovivens sp017625465","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","Scatovivens","Scatovivens sp017625465","s__Scatovivens sp017625465",97.62,"GCA_017625465.1","TC3_40:bin_000108"
"295","MAG295","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-273",NA,"g__CAG-273 (2)",NA,NA,"TC3_40:bin_000110"
"296","MAG296","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,"g__Roseburia (2)",NA,NA,"TC3_40:bin_000115"
"297","MAG297","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900769205","Bacteria","Bacillota","Clostridia","Christensenellales","CAG-917","CAG-475","CAG-475 sp900769205","s__CAG-475 sp900769205",96.98,"GCA_900769205.1","TC3_40:bin_000117"
"298","MAG298","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,"g__Roseburia (3)",NA,NA,"TC3_40:bin_000120"
"299","MAG299","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta","Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Ornithospirochaeta",NA,"g__Ornithospirochaeta (2)",NA,NA,"TC3_40:bin_000125"
"300","MAG300","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola sp945788325","Bacteria","Bacillota","Bacilli","RF39","UBA660","Aphodocola","Aphodocola sp945788325","s__Aphodocola sp945788325",97.08,"GCA_945788325.1","TC3_40:bin_000126"
"301","MAG301","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Bullifex;s__Bullifex porci","Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Bullifex","Bullifex porci","s__Bullifex porci",98.27,"GCF_009695635.1","TC3_40:bin_000127"
"302","MAG302","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA9845","Bacteria","Bacillota","Clostridia","Christensenellales","UBA1242","UBA9845",NA,"g__UBA9845",NA,NA,"TC3_40:bin_000131"
"303","MAG303","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAKOTZ01","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAKOTZ01",NA,"g__CAKOTZ01",NA,NA,"TC3_40:bin_000135"
"304","MAG304","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","CAG-238",NA,"g__CAG-238",NA,NA,"TC3_40:bin_000136"
"305","MAG305","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","UBA636",NA,"g__UBA636",NA,NA,"TC3_40:bin_000142"
"306","MAG306","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG446","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","RGIG446",NA,"g__RGIG446",NA,NA,"TC3_40:bin_000144"
"307","MAG307","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Avilachnospira",NA,"g__Avilachnospira",NA,NA,"TC3_40:bin_000146"
"308","MAG308","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Faecousia",NA,"g__Faecousia (3)",NA,NA,"TC3_40:bin_000153"
"309","MAG309","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__RUG666","Bacteria","Bacillota","Clostridia","Christensenellales","UBA1242","RUG666",NA,"g__RUG666",NA,NA,"TC3_40:bin_000157"
"310","MAG310","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp902406115","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-273","CAG-273 sp902406115","s__CAG-273 sp902406115",96.39,"GCA_902406115.1","TC3_40:bin_000164"
"311","MAG311","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Bullifex;s__Bullifex sp022788185","Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Bullifex","Bullifex sp022788185","s__Bullifex sp022788185",97.52,"GCA_022788185.1","TC3_40:bin_000165"
"312","MAG312","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022771265","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp022771265","s__Prevotella sp022771265",98.42,"GCA_022771265.1","TC3_40:bin_000169"
"313","MAG313","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1124","Bacteria","Bacillota","Bacilli","RF39","UBA660","UMGS1124",NA,"g__UMGS1124",NA,NA,"TC3_40:bin_000176"
"314","MAG314","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (5)",NA,NA,"TC3_40:bin_000181"
"315","MAG315","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor",NA,"g__Acetatifactor (1)",NA,NA,"TC3_40:bin_000183"
"316","MAG316","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-590",NA,"g__CAG-590 (2)",NA,NA,"TC3_40:bin_000185"
"317","MAG317","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","V9D3004",NA,"g__V9D3004",NA,NA,"TC3_40:bin_000187"
"318","MAG318","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp016303085","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor sp016303085","s__Acetatifactor sp016303085",99.33,"GCA_016303085.1","TC3_40:bin_000188"
"319","MAG319","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (6)",NA,NA,"TC3_40:bin_000192"
"320","MAG320","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-303",NA,"g__CAG-303 (3)",NA,NA,"TC3_40:bin_000193"
"321","MAG321","d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__UBA11452 sp003526375","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","UBA1829","UBA11452","UBA11452 sp003526375","s__UBA11452 sp003526375",98.11,"GCA_003526375.1","TC3_40:bin_000197"
"322","MAG322","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp004556655","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Oliverpabstia","Oliverpabstia sp004556655","s__Oliverpabstia sp004556655",97.24,"GCA_004556655.1","TC3_40:bin_000202"
"323","MAG323","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Wujia",NA,"g__Wujia (2)",NA,NA,"TC3_40:bin_000203"
"324","MAG324","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp022778785","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Dysosmobacter","Dysosmobacter sp022778785","s__Dysosmobacter sp022778785",98.74,"GCA_022778785.1","TC3_40:bin_000210"
"325","MAG325","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-217","CAG-217 sp000436335","s__CAG-217 sp000436335",97.18,"GCA_000436335.1","TC3_40:bin_000211"
"326","MAG326","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",NA,"g__Agathobacter (3)",NA,NA,"TC3_40:bin_000212"
"327","MAG327","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp016302165","Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Ornithospirochaeta","Ornithospirochaeta sp016302165","s__Ornithospirochaeta sp016302165",98.11,"GCA_016302165.1","TC3_40:bin_000214"
"328","MAG328","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-492",NA,"g__CAG-492",NA,NA,"TC3_40:bin_000217"
"329","MAG329","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A","Bacteria","Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Neoanaerotignum",NA,"g__Neoanaerotignum_A",NA,NA,"TC3_40:bin_000230"
"330","MAG330","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552965","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552965","s__Cryptobacteroides sp004552965",98.34,"GCA_004552965.1","TC3_40:bin_000234"
"331","MAG331","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Limivicinus",NA,"g__Limivicinus",NA,NA,"TC3_40:bin_000238"
"332","MAG332","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017 (4)",NA,NA,"TC3_40:bin_000246"
"333","MAG333","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Dysosmobacter",NA,"g__Dysosmobacter (5)",NA,NA,"TC3_40:bin_000256"
"334","MAG334","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_A wexlerae","s__Blautia_A wexlerae",95.72,"GCA_025148125.1","TC3_40:bin_000274"
"335","MAG335","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma","Bacteria","Bacillota","Bacilli","RF39","UBA660","Faecisoma",NA,"g__Faecisoma",NA,NA,"TC3_40:bin_000282"
"336","MAG336","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (7)",NA,NA,"TC3_40:bin_000301"
"337","MAG337","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA,"g__Blautia_A",NA,NA,"TC3_40:bin_000312"
"338","MAG338","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp945864305","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Dysosmobacter","Dysosmobacter sp945864305","s__Dysosmobacter sp945864305",98.87,"GCA_945864305.1","TC3_40:bin_000318"
"339","MAG339","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA,"g__Faecalibacterium (2)",NA,NA,"TC3_40:bin_000345"
"340","MAG340","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia","Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Scatousia",NA,"g__Scatousia",NA,NA,"TC4_40:bin_000010"
"341","MAG341","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"f__Lachnospiraceae",NA,NA,"TC4_40:bin_000011"
