"","contig","length"
"58312","TC3_40:bin_000197@contig_00007112",2882
"58313","TC3_40:bin_000197@contig_00007424",5722
"58314","TC3_40:bin_000197@contig_00007478",3137
"58315","TC3_40:bin_000197@contig_00007930",3211
"58316","TC3_40:bin_000197@contig_00007972",4331
"58317","TC3_40:bin_000197@contig_00008095",8983
"58318","TC3_40:bin_000197@contig_00008737",6875
"58319","TC3_40:bin_000197@contig_00009832",1657
"58320","TC3_40:bin_000197@contig_00009957",2814
"58321","TC3_40:bin_000197@contig_00010120",10950
"58322","TC3_40:bin_000197@contig_00010500",2601
"58323","TC3_40:bin_000197@contig_00010873",2397
"58324","TC3_40:bin_000197@contig_00010907",2279
"58325","TC3_40:bin_000197@contig_00011071",6037
"58326","TC3_40:bin_000197@contig_00011119",5569
"58327","TC3_40:bin_000197@contig_00011729",2789
"58328","TC3_40:bin_000197@contig_00011757",4789
"58329","TC3_40:bin_000197@contig_00011866",2668
"58330","TC3_40:bin_000197@contig_00011902",6148
"58331","TC3_40:bin_000197@contig_00011940",2916
"58332","TC3_40:bin_000197@contig_00012740",1923
"58333","TC3_40:bin_000197@contig_00013020",15740
"58334","TC3_40:bin_000197@contig_00013224",1667
"58335","TC3_40:bin_000197@contig_00013254",1656
"58336","TC3_40:bin_000197@contig_00013690",3169
"58337","TC3_40:bin_000197@contig_00014401",5420
"58338","TC3_40:bin_000197@contig_00015203",4555
"58339","TC3_40:bin_000197@contig_00015444",1832
"58340","TC3_40:bin_000197@contig_00015532",9475
"58341","TC3_40:bin_000197@contig_00015972",3412
"58342","TC3_40:bin_000197@contig_00016921",1840
"58343","TC3_40:bin_000197@contig_00017255",6565
"58344","TC3_40:bin_000197@contig_00017265",3245
"58345","TC3_40:bin_000197@contig_00017617",1847
"58346","TC3_40:bin_000197@contig_00018034",2480
"58347","TC3_40:bin_000197@contig_00018279",2487
"58348","TC3_40:bin_000197@contig_00018589",5336
"58349","TC3_40:bin_000197@contig_00018661",3631
"58350","TC3_40:bin_000197@contig_00018853",2607
"58351","TC3_40:bin_000197@contig_00019164",2448
"58352","TC3_40:bin_000197@contig_00020094",1773
"58353","TC3_40:bin_000197@contig_00020103",3195
"58354","TC3_40:bin_000197@contig_00020654",2677
"58355","TC3_40:bin_000197@contig_00021108",2029
"58356","TC3_40:bin_000197@contig_00021124",2071
"58357","TC3_40:bin_000197@contig_00021187",2191
"58358","TC3_40:bin_000197@contig_00021345",2955
"58359","TC3_40:bin_000197@contig_00021385",2626
"58360","TC3_40:bin_000197@contig_00021719",4768
"58361","TC3_40:bin_000197@contig_00021743",2194
"58362","TC3_40:bin_000197@contig_00022493",2178
"58363","TC3_40:bin_000197@contig_00022882",2232
"58364","TC3_40:bin_000197@contig_00023623",2337
"58365","TC3_40:bin_000197@contig_00024456",3504
"58366","TC3_40:bin_000197@contig_00025015",1502
"58367","TC3_40:bin_000197@contig_00025273",3912
"58368","TC3_40:bin_000197@contig_00026246",2585
"58369","TC3_40:bin_000197@contig_00026282",4322
"58370","TC3_40:bin_000197@contig_00026415",5417
"58371","TC3_40:bin_000197@contig_00026842",13564
"58372","TC3_40:bin_000197@contig_00027293",1539
"58373","TC3_40:bin_000197@contig_00027298",6685
"58374","TC3_40:bin_000197@contig_00028371",2309
"58375","TC3_40:bin_000197@contig_00028391",2792
"58376","TC3_40:bin_000197@contig_00028460",1742
"58377","TC3_40:bin_000197@contig_00028718",1503
"58378","TC3_40:bin_000197@contig_00028820",6101
"58379","TC3_40:bin_000197@contig_00028920",2307
"58380","TC3_40:bin_000197@contig_00029586",3051
"58381","TC3_40:bin_000197@contig_00029718",2412
"58382","TC3_40:bin_000197@contig_00029960",3095
"58383","TC3_40:bin_000197@contig_00031751",1906
"58384","TC3_40:bin_000197@contig_00032018",2382
"58385","TC3_40:bin_000197@contig_00032310",29899
"58386","TC3_40:bin_000197@contig_00032481",4882
"58387","TC3_40:bin_000197@contig_00032799",5049
"58388","TC3_40:bin_000197@contig_00033463",3371
"58389","TC3_40:bin_000197@contig_00033756",5190
"58390","TC3_40:bin_000197@contig_00033766",15221
"58391","TC3_40:bin_000197@contig_00034011",3967
"58392","TC3_40:bin_000197@contig_00034044",5728
"58393","TC3_40:bin_000197@contig_00034627",5395
"58394","TC3_40:bin_000197@contig_00034775",2072
"58395","TC3_40:bin_000197@contig_00034900",2676
"58396","TC3_40:bin_000197@contig_00034974",3916
"58397","TC3_40:bin_000197@contig_00035329",9251
"58398","TC3_40:bin_000197@contig_00035330",2922
"58399","TC3_40:bin_000197@contig_00035846",3615
"58400","TC3_40:bin_000197@contig_00036009",5433
"58401","TC3_40:bin_000197@contig_00036329",1618
"58402","TC3_40:bin_000197@contig_00036558",7936
"58403","TC3_40:bin_000197@contig_00036628",1578
"58404","TC3_40:bin_000197@contig_00037474",9575
"58405","TC3_40:bin_000197@contig_00037496",3554
"58406","TC3_40:bin_000197@contig_00037834",3488
"58407","TC3_40:bin_000197@contig_00038367",5830
"58408","TC3_40:bin_000197@contig_00038987",7706
"58409","TC3_40:bin_000197@contig_00039021",4143
"58410","TC3_40:bin_000197@contig_00039809",2183
"58411","TC3_40:bin_000197@contig_00040152",1917
"58412","TC3_40:bin_000197@contig_00040159",3151
"58413","TC3_40:bin_000197@contig_00040185",2627
"58414","TC3_40:bin_000197@contig_00041024",2480
"58415","TC3_40:bin_000197@contig_00041195",2468
"58416","TC3_40:bin_000197@contig_00041455",2373
"58417","TC3_40:bin_000197@contig_00041721",1552
"58418","TC3_40:bin_000197@contig_00041727",16249
"58419","TC3_40:bin_000197@contig_00041771",1602
"58420","TC3_40:bin_000197@contig_00041880",5533
"58421","TC3_40:bin_000197@contig_00042289",2554
"58422","TC3_40:bin_000197@contig_00042442",1972
"58423","TC3_40:bin_000197@contig_00043100",2014
"58424","TC3_40:bin_000197@contig_00043193",5425
"58425","TC3_40:bin_000197@contig_00043409",2533
"58426","TC3_40:bin_000197@contig_00043707",17865
"58427","TC3_40:bin_000197@contig_00044618",1550
"58428","TC3_40:bin_000197@contig_00045069",3479
"58429","TC3_40:bin_000197@contig_00045709",18076
"58430","TC3_40:bin_000197@contig_00046601",4650
"58431","TC3_40:bin_000197@contig_00046746",4557
"58432","TC3_40:bin_000197@contig_00047466",2627
"58433","TC3_40:bin_000197@contig_00048194",1795
"58434","TC3_40:bin_000197@contig_00048860",3692
"58435","TC3_40:bin_000197@contig_00049180",3466
"58436","TC3_40:bin_000197@contig_00049341",1560
"58437","TC3_40:bin_000197@contig_00049370",1898
"58438","TC3_40:bin_000197@contig_00049455",16765
"58439","TC3_40:bin_000197@contig_00050590",1917
"58440","TC3_40:bin_000197@contig_00050756",1672
"58441","TC3_40:bin_000197@contig_00050908",3106
"58442","TC3_40:bin_000197@contig_00051982",1529
"58443","TC3_40:bin_000197@contig_00052633",1582
"58444","TC3_40:bin_000197@contig_00052701",10587
"58445","TC3_40:bin_000197@contig_00052888",2462
"58446","TC3_40:bin_000197@contig_00053751",6324
"58447","TC3_40:bin_000197@contig_00053882",1842
"58448","TC3_40:bin_000197@contig_00053943",2801
"58449","TC3_40:bin_000197@contig_00054214",3972
"58450","TC3_40:bin_000197@contig_00054269",2806
"58451","TC3_40:bin_000197@contig_00054751",1880
"58452","TC3_40:bin_000197@contig_00055010",1700
"58453","TC3_40:bin_000197@contig_00055077",2558
"58454","TC3_40:bin_000197@contig_00055687",1822
"58455","TC3_40:bin_000197@contig_00055732",4577
"58456","TC3_40:bin_000197@contig_00055972",2838
"58457","TC3_40:bin_000197@contig_00056040",2566
"58458","TC3_40:bin_000197@contig_00057178",7362
"58459","TC3_40:bin_000197@contig_00057715",2081
"58460","TC3_40:bin_000197@contig_00057816",4851
"58461","TC3_40:bin_000197@contig_00057993",1862
"58462","TC3_40:bin_000197@contig_00058238",3409
"58463","TC3_40:bin_000197@contig_00058395",6566
"58464","TC3_40:bin_000197@contig_00058916",2093
"58465","TC3_40:bin_000197@contig_00059050",4588
"58466","TC3_40:bin_000197@contig_00059384",2150
"58467","TC3_40:bin_000197@contig_00060031",8404
"58468","TC3_40:bin_000197@contig_00060409",5417
"58469","TC3_40:bin_000197@contig_00060584",8914
"58470","TC3_40:bin_000197@contig_00060865",2459
"58471","TC3_40:bin_000197@contig_00061131",1576
"58472","TC3_40:bin_000197@contig_00061377",4542
"58473","TC3_40:bin_000197@contig_00061632",2423
"58474","TC3_40:bin_000197@contig_00061633",1807
"58475","TC3_40:bin_000197@contig_00061755",7113
"58476","TC3_40:bin_000197@contig_00061860",1945
"58477","TC3_40:bin_000197@contig_00062357",7012
"58478","TC3_40:bin_000197@contig_00062676",4032
"58479","TC3_40:bin_000197@contig_00063109",1970
"58480","TC3_40:bin_000197@contig_00063194",7491
"58481","TC3_40:bin_000197@contig_00063510",1890
"58482","TC3_40:bin_000197@contig_00063694",2398
"58483","TC3_40:bin_000197@contig_00063747",3166
"58484","TC3_40:bin_000197@contig_00064170",8004
"58485","TC3_40:bin_000197@contig_00064254",2011
"58486","TC3_40:bin_000197@contig_00064286",2130
"58487","TC3_40:bin_000197@contig_00064296",3482
"58488","TC3_40:bin_000197@contig_00064657",4837
"58489","TC3_40:bin_000197@contig_00064665",3691
"58490","TC3_40:bin_000197@contig_00064669",2708
"58491","TC3_40:bin_000197@contig_00065339",2467
"58492","TC3_40:bin_000197@contig_00065851",5831
"58493","TC3_40:bin_000197@contig_00066524",2685
"58494","TC3_40:bin_000197@contig_00066533",2138
"58495","TC3_40:bin_000197@contig_00066911",5135
"58496","TC3_40:bin_000197@contig_00067217",11400
"58497","TC3_40:bin_000197@contig_00067369",2188
"58498","TC3_40:bin_000197@contig_00067445",9899
"58499","TC3_40:bin_000197@contig_00067539",2458
"58500","TC3_40:bin_000197@contig_00067626",2254
"58501","TC3_40:bin_000197@contig_00068083",1829
"58502","TC3_40:bin_000197@contig_00068124",8609
"58503","TC3_40:bin_000197@contig_00068292",2592
"58504","TC3_40:bin_000197@contig_00068554",1938
"58505","TC3_40:bin_000197@contig_00068641",1900
"58506","TC3_40:bin_000197@contig_00068938",4791
"58507","TC3_40:bin_000197@contig_00069813",1665
"58508","TC3_40:bin_000197@contig_00070051",3202
"58509","TC3_40:bin_000197@contig_00070146",5418
"58510","TC3_40:bin_000197@contig_00070617",10121
"58511","TC3_40:bin_000197@contig_00070874",2317
"58512","TC3_40:bin_000197@contig_00070908",2818
"58513","TC3_40:bin_000197@contig_00071018",9375
"58514","TC3_40:bin_000197@contig_00071085",1696
"58515","TC3_40:bin_000197@contig_00071267",2706
"58516","TC3_40:bin_000197@contig_00071523",2375
"58517","TC3_40:bin_000197@contig_00071720",5787
"58518","TC3_40:bin_000197@contig_00071789",3733
"58519","TC3_40:bin_000197@contig_00071820",4774
"58520","TC3_40:bin_000197@contig_00071921",33304
"58521","TC3_40:bin_000197@contig_00072337",5612
"58522","TC3_40:bin_000197@contig_00072704",2826
"58523","TC3_40:bin_000197@contig_00073027",5665
"58524","TC3_40:bin_000197@contig_00073186",1885
"58525","TC3_40:bin_000197@contig_00073484",17879
"58526","TC3_40:bin_000197@contig_00073611",2748
"58527","TC3_40:bin_000197@contig_00073812",1905
"58528","TC3_40:bin_000197@contig_00074204",3951
"58529","TC3_40:bin_000197@contig_00074876",1549
"58530","TC3_40:bin_000197@contig_00074939",18805
"58531","TC3_40:bin_000197@contig_00074944",1567
"58532","TC3_40:bin_000197@contig_00074993",8228
"58533","TC3_40:bin_000197@contig_00075435",5109
"58534","TC3_40:bin_000197@contig_00075858",10170
"58535","TC3_40:bin_000197@contig_00076051",6965
"58536","TC3_40:bin_000197@contig_00076229",4318
"58537","TC3_40:bin_000197@contig_00076367",3262
"58538","TC3_40:bin_000197@contig_00076594",4842
"58539","TC3_40:bin_000197@contig_00076921",3287
"58540","TC3_40:bin_000197@contig_00077168",2318
"58541","TC3_40:bin_000197@contig_00077317",3127
"58542","TC3_40:bin_000197@contig_00078436",12993
"58543","TC3_40:bin_000197@contig_00078637",1746
"58544","TC3_40:bin_000197@contig_00078677",1879
"58545","TC3_40:bin_000197@contig_00079057",5203
"58546","TC3_40:bin_000197@contig_00079190",19568
"58547","TC3_40:bin_000197@contig_00079509",1608
"58548","TC3_40:bin_000197@contig_00079593",1679
"58549","TC3_40:bin_000197@contig_00079955",3402
"58550","TC3_40:bin_000197@contig_00079964",2842
"58551","TC3_40:bin_000197@contig_00080206",2293
"58552","TC3_40:bin_000197@contig_00080500",3937
"58553","TC3_40:bin_000197@contig_00080601",6110
"58554","TC3_40:bin_000197@contig_00080611",2738
"58555","TC3_40:bin_000197@contig_00080884",3405
"58556","TC3_40:bin_000197@contig_00081224",3420
"58557","TC3_40:bin_000197@contig_00081228",3289
"58558","TC3_40:bin_000197@contig_00081461",1679
"58559","TC3_40:bin_000197@contig_00081523",7093
"58560","TC3_40:bin_000197@contig_00081668",4554
"58561","TC3_40:bin_000197@contig_00081972",5058
"58562","TC3_40:bin_000197@contig_00081985",2408
"58563","TC3_40:bin_000197@contig_00082013",3666
"58564","TC3_40:bin_000197@contig_00082142",2251
"58565","TC3_40:bin_000197@contig_00082625",2178
"58566","TC3_40:bin_000197@contig_00082786",1597
"58567","TC3_40:bin_000197@contig_00083005",5828
"58568","TC3_40:bin_000197@contig_00083120",3205
"58569","TC3_40:bin_000197@contig_00083125",5411
"58570","TC3_40:bin_000197@contig_00083148",1572
"58571","TC3_40:bin_000197@contig_00083737",1523
"58572","TC3_40:bin_000197@contig_00084044",1825
"58573","TC3_40:bin_000197@contig_00084067",5554
"58574","TC3_40:bin_000197@contig_00084204",2676
"58575","TC3_40:bin_000197@contig_00084301",1653
"58576","TC3_40:bin_000197@contig_00084685",2676
"58577","TC3_40:bin_000197@contig_00084718",2079
"58578","TC3_40:bin_000197@contig_00084897",2983
"58579","TC3_40:bin_000197@contig_00085153",1743
"58580","TC3_40:bin_000197@contig_00085225",27838
"58581","TC3_40:bin_000197@contig_00085326",1544
"58582","TC3_40:bin_000197@contig_00086043",3516
"58583","TC3_40:bin_000197@contig_00086379",2708
"58584","TC3_40:bin_000197@contig_00086559",1948
"58585","TC3_40:bin_000197@contig_00087240",5825
"58586","TC3_40:bin_000197@contig_00088073",2898
"58587","TC3_40:bin_000197@contig_00088612",5712
"58588","TC3_40:bin_000197@contig_00089246",5990
"58589","TC3_40:bin_000197@contig_00089651",4792
"58590","TC3_40:bin_000197@contig_00090100",5915
"58591","TC3_40:bin_000197@contig_00090511",4303
"58592","TC3_40:bin_000197@contig_00090589",4792
"58593","TC3_40:bin_000197@contig_00091916",3600
"58594","TC3_40:bin_000197@contig_00092020",5187
"58595","TC3_40:bin_000197@contig_00092264",3590
"58596","TC3_40:bin_000197@contig_00092533",3172
"58597","TC3_40:bin_000197@contig_00093198",1888
"58598","TC3_40:bin_000197@contig_00093223",1753
"58599","TC3_40:bin_000197@contig_00093428",2078
"58600","TC3_40:bin_000197@contig_00093591",1834
"58601","TC3_40:bin_000197@contig_00093706",2527
"58602","TC3_40:bin_000197@contig_00093771",2074
"58603","TC3_40:bin_000197@contig_00093794",9372
"58604","TC3_40:bin_000197@contig_00093810",2383
"58605","TC3_40:bin_000197@contig_00094070",5142
"58606","TC3_40:bin_000197@contig_00094209",5840
"58607","TC3_40:bin_000197@contig_00094215",2057
"58608","TC3_40:bin_000197@contig_00094647",10149
"58609","TC3_40:bin_000197@contig_00095166",6286
"58610","TC3_40:bin_000197@contig_00095617",2157
"58611","TC3_40:bin_000197@contig_00095981",4167
"58612","TC3_40:bin_000197@contig_00096047",1635
"58613","TC3_40:bin_000197@contig_00096122",5187
"58614","TC3_40:bin_000197@contig_00096292",2069
"58615","TC3_40:bin_000197@contig_00096329",2389
"58616","TC3_40:bin_000197@contig_00096425",1672
"58617","TC3_40:bin_000197@contig_00096737",3516
"58618","TC3_40:bin_000197@contig_00096775",3338
"58619","TC3_40:bin_000197@contig_00097750",4112
"58620","TC3_40:bin_000197@contig_00097971",3281
"58621","TC3_40:bin_000197@contig_00098479",1511
"58622","TC3_40:bin_000197@contig_00098539",2551
"58623","TC3_40:bin_000197@contig_00098874",2532
"58624","TC3_40:bin_000197@contig_00098958",10960
"58625","TC3_40:bin_000197@contig_00099544",5972
"58626","TC3_40:bin_000197@contig_00099546",6525
"58627","TC3_40:bin_000197@contig_00100100",5619
"58628","TC3_40:bin_000197@contig_00100204",1832
"58629","TC3_40:bin_000197@contig_00100455",18091
"58630","TC3_40:bin_000197@contig_00101113",2699
"58631","TC3_40:bin_000197@contig_00101235",5692
"58632","TC3_40:bin_000197@contig_00101244",3601
"58633","TC3_40:bin_000197@contig_00101823",3373
"58634","TC3_40:bin_000197@contig_00102327",5100
"58635","TC3_40:bin_000197@contig_00102422",1718
"58636","TC3_40:bin_000197@contig_00102645",5285
"58637","TC3_40:bin_000197@contig_00102665",3611
"58638","TC3_40:bin_000197@contig_00102774",3598
"58639","TC3_40:bin_000197@contig_00102808",3183
"58640","TC3_40:bin_000197@contig_00103200",2147
"58641","TC3_40:bin_000197@contig_00103319",3210
"58642","TC3_40:bin_000197@contig_00103365",3163
"58643","TC3_40:bin_000197@contig_00103551",4576
"58644","TC3_40:bin_000197@contig_00103678",2251
"58645","TC3_40:bin_000197@contig_00103994",2605
"58646","TC3_40:bin_000197@contig_00104226",1718
"58647","TC3_40:bin_000197@contig_00104236",4357
"58648","TC3_40:bin_000197@contig_00104784",2674
"58649","TC3_40:bin_000197@contig_00104975",2446
"58650","TC3_40:bin_000197@contig_00105133",7629
"58651","TC3_40:bin_000197@contig_00105210",1936
"58652","TC3_40:bin_000197@contig_00105510",1992
"58653","TC3_40:bin_000197@contig_00105548",2849
"58654","TC3_40:bin_000197@contig_00105557",1997
"58655","TC3_40:bin_000197@contig_00105907",2684
"58656","TC3_40:bin_000197@contig_00106764",5135
"58657","TC3_40:bin_000197@contig_00107311",6875
"58658","TC3_40:bin_000197@contig_00107651",4886
"58659","TC3_40:bin_000197@contig_00108011",2704
"58660","TC3_40:bin_000197@contig_00108126",2949
"58661","TC3_40:bin_000197@contig_00108234",16924
"58662","TC3_40:bin_000197@contig_00108250",6046
"58663","TC3_40:bin_000197@contig_00108481",1724
"58664","TC3_40:bin_000197@contig_00108534",3957
"58665","TC3_40:bin_000197@contig_00108623",4834
"58666","TC3_40:bin_000197@contig_00109193",2228
"58667","TC3_40:bin_000197@contig_00109219",1695
"58668","TC3_40:bin_000197@contig_00109243",2002
"58669","TC3_40:bin_000197@contig_00110009",2936
"58670","TC3_40:bin_000197@contig_00110390",1800
"58671","TC3_40:bin_000197@contig_00110517",1981
"58672","TC3_40:bin_000197@contig_00110753",6243
"58673","TC3_40:bin_000197@contig_00110756",3526
"58674","TC3_40:bin_000197@contig_00110970",1541
"58675","TC3_40:bin_000197@contig_00111236",4509
"58676","TC3_40:bin_000197@contig_00111819",3568
"58677","TC3_40:bin_000197@contig_00111992",2485
"58678","TC3_40:bin_000197@contig_00112060",6599
"58679","TC3_40:bin_000197@contig_00112318",1511
"58680","TC3_40:bin_000197@contig_00112424",1984
"58681","TC3_40:bin_000197@contig_00112458",3805
"58682","TC3_40:bin_000197@contig_00112508",1937
"58683","TC3_40:bin_000197@contig_00112960",1923
"58684","TC3_40:bin_000197@contig_00113081",1795
"58685","TC3_40:bin_000197@contig_00113350",2658
"58686","TC3_40:bin_000197@contig_00113405",3613
"58687","TC3_40:bin_000197@contig_00113423",5516
"58688","TC3_40:bin_000197@contig_00113748",1646
"58689","TC3_40:bin_000197@contig_00114508",3926
"58690","TC3_40:bin_000197@contig_00114611",10861
"58691","TC3_40:bin_000197@contig_00114655",2926
"58692","TC3_40:bin_000197@contig_00114724",4604
"58693","TC3_40:bin_000197@contig_00114821",1673
"58694","TC3_40:bin_000197@contig_00114822",1537
"58695","TC3_40:bin_000197@contig_00114828",2826
"58696","TC3_40:bin_000197@contig_00115021",4014
"58697","TC3_40:bin_000197@contig_00115225",11480
"58698","TC3_40:bin_000197@contig_00115242",2675
"58699","TC3_40:bin_000197@contig_00115410",10815
"58700","TC3_40:bin_000197@contig_00115727",3919
"58701","TC3_40:bin_000197@contig_00115772",2444
"58702","TC3_40:bin_000197@contig_00115845",3335
"58703","TC3_40:bin_000197@contig_00115886",2228
"58704","TC3_40:bin_000197@contig_00116152",6358
"58705","TC3_40:bin_000197@contig_00117044",7937
"58706","TC3_40:bin_000197@contig_00117500",2353
"58707","TC3_40:bin_000197@contig_00117507",1556
"58708","TC3_40:bin_000197@contig_00117809",4011
"58709","TC3_40:bin_000197@contig_00117990",2169
"58710","TC3_40:bin_000197@contig_00118127",1976
"58711","TC3_40:bin_000197@contig_00118276",3184
"58712","TC3_40:bin_000197@contig_00118397",10304
"58713","TC3_40:bin_000197@contig_00118478",1913
"58714","TC3_40:bin_000197@contig_00118527",1996
"58715","TC3_40:bin_000197@contig_00118644",2427
"58716","TC3_40:bin_000197@contig_00119104",3163
"58717","TC3_40:bin_000197@contig_00119161",1758
"58718","TC3_40:bin_000197@contig_00119249",3715
"58719","TC3_40:bin_000197@contig_00119251",1569
"58720","TC3_40:bin_000197@contig_00119290",2893
"58721","TC3_40:bin_000197@contig_00119321",1812
"58722","TC3_40:bin_000197@contig_00119480",8203
"58723","TC3_40:bin_000197@contig_00119709",6225
"58724","TC3_40:bin_000197@contig_00119726",5025
"58725","TC3_40:bin_000197@contig_00119802",3516
"58726","TC3_40:bin_000197@contig_00119830",12229
"58727","TC3_40:bin_000197@contig_00120168",3721
"58728","TC3_40:bin_000197@contig_00120686",2204
"58729","TC3_40:bin_000197@contig_00121401",4345
"58730","TC3_40:bin_000197@contig_00121455",3075
"58731","TC3_40:bin_000197@contig_00121644",3324
"58732","TC3_40:bin_000197@contig_00121649",1609
"58733","TC3_40:bin_000197@contig_00121774",6023
"58734","TC3_40:bin_000197@contig_00122063",1926
"58735","TC3_40:bin_000197@contig_00122240",3368
"58736","TC3_40:bin_000197@contig_00122480",4972
"58737","TC3_40:bin_000197@contig_00122594",1549
"58738","TC3_40:bin_000197@contig_00122866",1622
"58739","TC3_40:bin_000197@contig_00123166",3020
"58740","TC3_40:bin_000197@contig_00123174",1655
"58741","TC3_40:bin_000197@contig_00123389",4035
"58742","TC3_40:bin_000197@contig_00123392",1929
"58743","TC3_40:bin_000197@contig_00123540",2211
"58744","TC3_40:bin_000197@contig_00123603",5922
"58745","TC3_40:bin_000197@contig_00123658",4584
"58746","TC3_40:bin_000197@contig_00123723",2803
"58747","TC3_40:bin_000197@contig_00123753",10245
"58748","TC3_40:bin_000197@contig_00123842",2824
"58749","TC3_40:bin_000197@contig_00124077",2020
"58750","TC3_40:bin_000197@contig_00124109",2138
"58751","TC3_40:bin_000197@contig_00124161",2070
"58752","TC3_40:bin_000197@contig_00124394",5076
"58753","TC3_40:bin_000197@contig_00124610",7481
"58754","TC3_40:bin_000197@contig_00125049",18274
"58755","TC3_40:bin_000197@contig_00125297",5202
"58756","TC3_40:bin_000197@contig_00125606",4620
"58757","TC3_40:bin_000197@contig_00125664",2547
"58758","TC3_40:bin_000197@contig_00126475",3616
"58759","TC3_40:bin_000197@contig_00126547",4861
"58760","TC3_40:bin_000197@contig_00126812",1961
"58761","TC3_40:bin_000197@contig_00126912",4787
"58762","TC3_40:bin_000197@contig_00126939",4194
"58763","TC3_40:bin_000197@contig_00127071",10632
"58764","TC3_40:bin_000197@contig_00127315",4569
"58765","TC3_40:bin_000197@contig_00127357",7523
"58766","TC3_40:bin_000197@contig_00127889",6508
"58767","TC3_40:bin_000197@contig_00127932",11502
"58768","TC3_40:bin_000197@contig_00128354",2966
"58769","TC3_40:bin_000197@contig_00128443",2548
"58770","TC3_40:bin_000197@contig_00128588",2223
"58771","TC3_40:bin_000197@contig_00128953",2121
"58772","TC3_40:bin_000197@contig_00129080",2518
"58773","TC3_40:bin_000197@contig_00129222",5956
"58774","TC3_40:bin_000197@contig_00129636",9825
"58775","TC3_40:bin_000197@contig_00129708",1558
"58776","TC3_40:bin_000197@contig_00129774",1748
"58777","TC3_40:bin_000197@contig_00129909",2129
"58778","TC3_40:bin_000197@contig_00129922",4888
"58779","TC3_40:bin_000197@contig_00129953",3986
"58780","TC3_40:bin_000197@contig_00129955",4021
"58781","TC3_40:bin_000197@contig_00129964",5027
"58782","TC3_40:bin_000197@contig_00130035",3248
"58783","TC3_40:bin_000197@contig_00130118",4265
"58784","TC3_40:bin_000197@contig_00130206",1991
"58785","TC3_40:bin_000197@contig_00130268",1913
"58786","TC3_40:bin_000197@contig_00131110",4489
"58787","TC3_40:bin_000197@contig_00131241",2958
"58788","TC3_40:bin_000197@contig_00131348",2998
"58789","TC3_40:bin_000197@contig_00131442",3321
"58790","TC3_40:bin_000197@contig_00131622",5850
"58791","TC3_40:bin_000197@contig_00131826",1704
"58792","TC3_40:bin_000197@contig_00131863",3513
"58793","TC3_40:bin_000197@contig_00131954",5038
"58794","TC3_40:bin_000197@contig_00132497",1547
"58795","TC3_40:bin_000197@contig_00132638",1907
"58796","TC3_40:bin_000197@contig_00132804",2612
"58797","TC3_40:bin_000197@contig_00133146",3132
"58798","TC3_40:bin_000197@contig_00133240",1640
"58799","TC3_40:bin_000197@contig_00133258",2266
"58800","TC3_40:bin_000197@contig_00133489",7276
"58801","TC3_40:bin_000197@contig_00133581",3828
"58802","TC3_40:bin_000197@contig_00133629",1602
"58803","TC3_40:bin_000197@contig_00133687",1604
"58804","TC3_40:bin_000197@contig_00133737",3962
"58805","TC3_40:bin_000197@contig_00134019",4141
"58806","TC3_40:bin_000197@contig_00134213",2325
"58807","TC3_40:bin_000197@contig_00135300",7125
"58808","TC3_40:bin_000197@contig_00135394",2043
"58809","TC3_40:bin_000197@contig_00135512",5126
"58810","TC3_40:bin_000197@contig_00135976",4048
"58811","TC3_40:bin_000197@contig_00136229",1957
"58812","TC3_40:bin_000197@contig_00136396",1536
"58813","TC3_40:bin_000197@contig_00136521",2885
"58814","TC3_40:bin_000197@contig_00136558",6115
"58815","TC3_40:bin_000197@contig_00136768",2294
"58816","TC3_40:bin_000197@contig_00136925",2978
"58817","TC3_40:bin_000197@contig_00137138",2426
"58818","TC3_40:bin_000197@contig_00137319",1580
"58819","TC3_40:bin_000197@contig_00137458",5909
"58820","TC3_40:bin_000197@contig_00137675",3395
"58821","TC3_40:bin_000197@contig_00137908",3606
"58822","TC3_40:bin_000197@contig_00138082",1757
"58823","TC3_40:bin_000197@contig_00138183",3139
"58824","TC3_40:bin_000197@contig_00138482",2483
"58825","TC3_40:bin_000197@contig_00138650",3333
"58826","TC3_40:bin_000197@contig_00138959",3674
"58827","TC3_40:bin_000197@contig_00139181",2479
"58828","TC3_40:bin_000197@contig_00139361",3351
"58829","TC3_40:bin_000197@contig_00139725",4375
"58830","TC3_40:bin_000197@contig_00140081",10030
"58831","TC3_40:bin_000197@contig_00140146",1714
"58832","TC3_40:bin_000197@contig_00140251",3229
"58833","TC3_40:bin_000197@contig_00140323",7279
"58834","TC3_40:bin_000197@contig_00140706",2052
"58835","TC3_40:bin_000197@contig_00140941",2175
"58836","TC3_40:bin_000197@contig_00141395",7790
"58837","TC3_40:bin_000197@contig_00141528",2198
"58838","TC3_40:bin_000197@contig_00141559",14292
"58839","TC3_40:bin_000197@contig_00141584",2260
"58840","TC3_40:bin_000197@contig_00141785",3430
"58841","TC3_40:bin_000197@contig_00141879",5643
"58842","TC3_40:bin_000197@contig_00141916",2988
"58843","TC3_40:bin_000197@contig_00141980",1611
"58844","TC3_40:bin_000197@contig_00142440",4514
"58845","TC3_40:bin_000197@contig_00142442",3964
"58846","TC3_40:bin_000197@contig_00142505",4073
"58847","TC3_40:bin_000197@contig_00142652",2313
"58848","TC3_40:bin_000197@contig_00142923",2020
"58849","TC3_40:bin_000197@contig_00142964",3571
