"","old_MAG","taxonomy","ani","reference","domain","phylum","class","order","family","genus","species","lowest"
"1757","TC3_40:bin_000321","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Clostridium",NA,"g__Clostridium_Q"
"1758","TC3_40:bin_000322","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251245",99.03,"GCF_002251245.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002251245","s__Prevotella sp002251245"
"1759","TC3_40:bin_000323","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp022771245",95.54,"GCA_022771245.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp022771245","s__Cryptobacteroides sp022771245"
"1760","TC3_40:bin_000324","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1",NA,"g__COE1"
"1761","TC3_40:bin_000325","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889;s__UMGS1889 sp016302225",97.11,"GCA_016302225.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","UMGS1889","UMGS1889 sp016302225","s__UMGS1889 sp016302225"
"1762","TC3_40:bin_000326","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",NA,NA,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",NA,"g__Phascolarctobacterium_A"
"1763","TC3_40:bin_000327","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017"
"1764","TC3_40:bin_000328","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","UBA1405",NA,"g__UBA1405"
"1765","TC3_40:bin_000329","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-433",NA,NA,"Bacteria","Bacillota","Bacilli","RF39","UBA660","CAG-433",NA,"g__CAG-433"
"1766","TC3_40:bin_000330","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella merdipullorum",96.63,"GCA_019116345.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Fournierella","Fournierella merdipullorum","s__Fournierella merdipullorum"
"1767","TC3_40:bin_000331","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","JAHHTP01",NA,"g__JAHHTP01"
"1768","TC3_40:bin_000332","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724 sp900551005",98.46,"GCA_900551005.1","Bacteria","Bacillota","Clostridia","Oscillospirales","CAG-272","CAG-724","CAG-724 sp900551005","s__CAG-724 sp900551005"
"1769","TC3_40:bin_000333","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella",NA,"g__Alloprevotella"
"1770","TC3_40:bin_000334","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900553055",97.27,"GCA_900553055.1","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium_A sp900553055","s__Phascolarctobacterium_A sp900553055"
"1771","TC3_40:bin_000335","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG11198",NA,NA,"Bacteria","Bacillota","Bacilli","RF39","UBA660","RUG11198",NA,"g__RUG11198"
"1772","TC3_40:bin_000336","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825",97.44,"GCA_900543825.1","Bacteria","Bacillota","Bacilli","RF39","UBA660","CAG-302","CAG-302 sp900543825","s__CAG-302 sp900543825"
"1773","TC3_40:bin_000337","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG369;s__RUG369 sp004556055",98.74,"GCA_004556055.1","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","RUG369","RUG369 sp004556055","s__RUG369 sp004556055"
"1774","TC3_40:bin_000338","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio",NA,NA,"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio",NA,"g__Anaerovibrio"
"1775","TC3_40:bin_000339","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscilispira",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoscilispira",NA,"g__Pseudoscilispira"
"1776","TC3_40:bin_000340","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio slackiae",98.09,"GCF_009695585.1","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio","Anaerovibrio slackiae","s__Anaerovibrio slackiae"
"1777","TC3_40:bin_000341","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Dysosmobacter",NA,"g__Dysosmobacter"
"1778","TC3_40:bin_000342","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp022786545",97.64,"GCA_022786545.1","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio","Anaerovibrio sp022786545","s__Anaerovibrio sp022786545"
"1779","TC3_40:bin_000343","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag111",NA,"g__Zag111"
"1780","TC3_40:bin_000344","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16"
"1781","TC3_40:bin_000345","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA,"g__Faecalibacterium"
"1782","TC3_40:bin_000346","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1",NA,"g__COE1"
"1783","TC4_40:bin_000001","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Onthomorpha;s__Onthomorpha sp004551865",98.34,"GCA_004551865.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","P3","Onthomorpha","Onthomorpha sp004551865","s__Onthomorpha sp004551865"
"1784","TC4_40:bin_000002","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp003456415",96.67,"GCA_902785325.1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp003456415","s__Succinivibrio sp003456415"
"1785","TC4_40:bin_000003","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Eubacterium",NA,"g__Eubacterium_R"
"1786","TC4_40:bin_000004","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp000437815",98.59,"GCF_009696675.1","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus sp000437815","s__Acidaminococcus sp000437815"
"1787","TC4_40:bin_000005","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900544075",95.13,"GCA_900544075.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sp900544075","s__Phocaeicola sp900544075"
"1788","TC4_40:bin_000006","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955",97.97,"GCA_004555955.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955"
"1789","TC4_40:bin_000007","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp017622575",97.86,"GCA_017622575.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-95","CAG-95 sp017622575","s__CAG-95 sp017622575"
"1790","TC4_40:bin_000008","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315",99.1,"GCA_003150315.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA6398","UBA6398 sp003150315","s__UBA6398 sp003150315"
"1791","TC4_40:bin_000009","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004559845",97.53,"GCA_004559845.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004559845","s__Sodaliphilus sp004559845"
"1792","TC4_40:bin_000010","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Scatousia",NA,"g__Scatousia"
"1793","TC4_40:bin_000011","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"f__Lachnospiraceae"
"1794","TC4_40:bin_000012","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp022767075",98.9,"GCA_022767075.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter sp022767075","s__Agathobacter sp022767075"
"1795","TC4_40:bin_000013","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp022769325",98.54,"GCA_022769325.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eubacterium","Eubacterium_F sp022769325","s__Eubacterium_F sp022769325"
"1796","TC4_40:bin_000014","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925",99.09,"GCA_900546925.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp900546925","s__Cryptobacteroides sp900546925"
"1797","TC4_40:bin_000015","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__CAG-1031 sp000431215",98.87,"GCA_000431215.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-1031","CAG-1031 sp000431215","s__CAG-1031 sp000431215"
"1798","TC4_40:bin_000016","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_C",97.13,"GCA_021531385.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","s__Parabacteroides distasonis_C"
"1799","TC4_40:bin_000017","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp016292785",97.27,"GCA_016292785.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-488","CAG-488 sp016292785","s__CAG-488 sp016292785"
"1800","TC4_40:bin_000018","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01",NA,"g__SFTJ01"
"1801","TC4_40:bin_000019","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag111",NA,"g__Zag111"
"1802","TC4_40:bin_000020","d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381",NA,NA,"Bacteria","Bacillota","Clostridia","UBA1381","UBA1381",NA,NA,"f__UBA1381"
"1803","TC4_40:bin_000021","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Pararoseburia",NA,"g__Pararoseburia"
"1804","TC4_40:bin_000022","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004561555",98.8,"GCA_004561555.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004561555","s__Limisoma sp004561555"
"1805","TC4_40:bin_000023","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,"g__Roseburia"
"1806","TC4_40:bin_000024","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","UMGS363",NA,"g__UMGS363"
"1807","TC4_40:bin_000025","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835",97.97,"GCA_000435835.1","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","s__Clostridium sp000435835"
"1808","TC4_40:bin_000026","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",NA,"g__Lachnospira"
"1809","TC4_40:bin_000027","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp004561775",97.96,"GCA_004561775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775"
"1810","TC4_40:bin_000028","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum faecigallinarum",96.46,"GCA_019116905.1","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum"
"1811","TC4_40:bin_000029","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__W0P33-017 sp022768825",97.78,"GCA_022768825.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017","W0P33-017 sp022768825","s__W0P33-017 sp022768825"
"1812","TC4_40:bin_000030","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565",98.05,"GCA_004557565.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004557565","s__Sodaliphilus sp004557565"
"1813","TC4_40:bin_000031","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975",96.77,"GCF_019052365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp000434975","s__Prevotella sp000434975"
"1814","TC4_40:bin_000032","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp004553095",98.54,"GCA_004553095.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-485","CAG-485 sp004553095","s__CAG-485 sp004553095"
"1815","TC4_40:bin_000033","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","UBA2883",NA,"g__UBA2883"
"1816","TC4_40:bin_000034","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii",96.44,"GCF_000159355.1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii","s__Lactobacillus johnsonii"
"1817","TC4_40:bin_000035","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC163490",NA,NA,"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Coprobacillaceae","MGBC163490",NA,"g__MGBC163490"
"1818","TC4_40:bin_000036","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp004562445",97.67,"GCA_021531775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides sp004562445","s__Parabacteroides sp004562445"
"1819","TC4_40:bin_000037","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis",98.79,"GCF_009695995.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor intestinalis","s__Acetatifactor intestinalis"
"1820","TC4_40:bin_000038","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900548155",96.53,"GCA_905213895.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp900548155","s__Alistipes sp900548155"
"1821","TC4_40:bin_000039","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Butyribacter",NA,"g__Butyribacter"
"1822","TC4_40:bin_000040","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii",97.98,"GCF_003010495.1","Bacteria","Bacillota","Negativicutes","Veillonellales","Megasphaeraceae","Megasphaera","Megasphaera elsdenii","s__Megasphaera elsdenii"
"1823","TC4_40:bin_000041","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci",98.97,"GCF_009696075.1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella porci","s__Holdemanella porci"
"1824","TC4_40:bin_000042","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004554455",97.95,"GCA_004554455.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004554455","s__Cryptobacteroides sp004554455"
"1825","TC4_40:bin_000043","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia",NA,NA,"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA,"g__Bulleidia"
"1826","TC4_40:bin_000044","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042;s__W0P31-042 sp004557195",98.26,"GCA_004557195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195"
"1827","TC4_40:bin_000045","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea sp945879145",97.54,"GCA_945879145.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea sp945879145","s__Mediterranea sp945879145"
"1828","TC4_40:bin_000046","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp022788085",99.05,"GCA_022788085.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1","COE1 sp022788085","s__COE1 sp022788085"
"1829","TC4_40:bin_000047","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004555265",97.53,"GCA_004555265.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Fimenecus","Fimenecus sp004555265","s__Fimenecus sp004555265"
"1830","TC4_40:bin_000048","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans",97.54,"GCF_015557635.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","s__Fusicatenibacter saccharivorans"
"1831","TC4_40:bin_000049","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Aphodosoma;s__Aphodosoma sp016292775",98.17,"GCA_016292775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Aphodosoma","Aphodosoma sp016292775","s__Aphodosoma sp016292775"
"1832","TC4_40:bin_000051","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius",97.63,"GCF_001435955.1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus salivarius","s__Ligilactobacillus salivarius"
"1833","TC4_40:bin_000052","d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,"g__Desulfovibrio"
"1834","TC4_40:bin_000053","d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755",98.72,"GCF_012843875.1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp900556755","s__Desulfovibrio sp900556755"
"1835","TC4_40:bin_000054","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Scatovivens",NA,NA,"Bacteria","Bacillota","Clostridia","TANB77","CAG-508","Scatovivens",NA,"g__Scatovivens"
"1836","TC4_40:bin_000055","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Paraprevotella",NA,"g__Paraprevotella"
"1837","TC4_40:bin_000056","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245",NA,NA,"Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-245",NA,"g__CAG-245"
"1838","TC4_40:bin_000057","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA,"g__Gemmiger"
"1839","TC4_40:bin_000058","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",NA,NA,"Bacteria","Bacillota","Bacilli","RFN20","CAG-826","Enteromonas",NA,"g__Enteromonas"
"1840","TC4_40:bin_000059","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004555055",97.47,"GCA_004555055.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004555055","s__Alloprevotella sp004555055"
"1841","TC4_40:bin_000060","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor",NA,"g__Acetatifactor"
"1842","TC4_40:bin_000061","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella",NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"g__Sutterella"
"1843","TC4_40:bin_000062","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1",NA,"g__COE1"
